,tapi,cci,vma,srmi,cdp,expma
601311.SH,"173,553,051.2064",-163.1260,"157,839,936.8000",-0.1882,7.0533,7.7473
601318.SH,"966,939,434.4056",-93.9995,"981,591,728.8000",-0.0872,42.1167,42.7175
601319.SH,"1,379,005,067.8095",-57.0131,"1,177,401,728.4000",-0.1422,5.1767,5.2285
601326.SH,"517,112,598.4424",-15.6577,"371,603,551.6000",-0.0958,3.0667,3.0556
601328.SH,"2,651,874,013.0782",134.7788,"2,343,180,794.2000",0.0670,6.2367,5.9650
601330.SH,"116,228,053.2070",-84.1927,"76,511,957.4000",-0.0938,6.6967,6.8101
601333.SH,"1,425,596,148.9655",-9.9824,"1,239,162,228.8000",-0.1496,2.7900,2.8176
601336.SH,"293,199,873.1098",-53.9457,"251,328,017.6000",-0.1085,31.7467,32.6893
601339.SH,"123,066,786.7064",-146.1265,"153,533,593.0000",-0.1669,4.7333,5.1208
601360.SH,"2,190,650,433.9795",-76.7390,"1,971,459,429.0000",-0.3713,8.0433,8.7221
601366.SH,"95,421,843.9024",-290.0497,"73,595,344.6000",-0.1570,4.2467,5.0180
601368.SH,"157,840,712.8440",-347.5468,"140,947,551.2000",-0.2130,4.2900,4.9047
601369.SH,"177,620,530.8365",-86.8304,"160,536,150.6000",-0.0918,7.4367,7.8602
601375.SH,"798,455,909.6606",-111.3758,"738,771,654.6000",0.0183,3.6567,3.8079
601377.SH,"916,869,780.2065",-150.8976,"933,021,989.8000",-0.0507,5.6033,5.8779
601388.SH,"394,738,239.2857",-160.3002,"332,902,517.4000",-0.1913,2.1133,2.4420
601390.SH,"2,279,547,882.2047",-39.2843,"2,116,740,844.4000",-0.1952,6.3067,6.2595
601398.SH,"6,073,466,531.7073",193.7122,"5,422,190,979.4000",0.0938,5.3100,5.0363
601399.SH,"624,533,563.8225",-128.5965,"431,614,129.4000",-0.0815,2.7467,2.8734
601456.SH,"940,942,199.5442",-24.4845,"1,172,664,917.2000",0.1249,10.5533,10.7592
601500.SH,"871,331,048.8235",233.4974,"643,159,648.0000",0.2314,4.7800,4.4583
601512.SH,"82,128,597.5000",-136.0862,"76,187,482.2000",-0.1602,7.3100,7.9654
601515.SH,"275,197,822.3097",-191.1073,"336,372,904.2000",-0.1341,3.5100,3.9161
601518.SH,"416,492,285.1695",-131.3553,"389,132,255.8000",-0.3257,2.2567,2.4990
601519.SH,"1,147,131,571.2062",-80.0618,"944,476,614.8000",0.0713,7.2233,7.6970
601528.SH,"437,421,864.4231",-68.4488,"463,635,050.0000",0.0346,5.0667,5.1783
601555.SH,"1,115,317,261.7808",-70.1422,"956,645,509.6000",0.0151,6.9367,7.3560
601566.SH,"91,756,130.5159",-106.6806,"78,843,599.4000",-0.2002,9.2167,10.0901
601567.SH,"178,218,275.3328",196.0355,"183,362,453.8000",0.5263,24.8133,21.7570
601568.SH,"221,395,761.6183",-130.3724,"170,498,062.4000",-0.1284,4.5867,4.8256
601577.SH,"431,343,296.7908",-10.4094,"329,889,290.8000",-0.0287,7.6033,7.4147
601579.SH,"70,129,538.1720",-201.2491,"67,672,813.6000",-0.2396,8.8800,10.1656
601588.SH,"496,927,483.2402",-182.3207,"521,941,656.2000",-0.0914,1.7233,1.9034
601595.SH,"245,701,160.9393",18.4843,"368,527,749.2000",-0.0859,24.3300,24.0057
601598.SH,"619,844,884.6411",135.3973,"557,941,718.0000",0.2154,5.7433,5.4176
601599.SH,"1,149,469,796.6759",-44.3411,"1,014,477,042.0000",-0.0500,3.4200,3.6903
601600.SH,"1,905,152,401.4876",22.3646,"2,012,019,969.0000",0.1058,5.8700,5.8602
601601.SH,"535,631,137.7440",-62.6658,"602,493,513.8000",-0.0801,25.4467,25.4954
601606.SH,"145,720,559.5785",-198.5293,"170,013,615.8000",-0.2301,9.7800,11.2686
601607.SH,"201,850,060.4523",-65.4587,"215,958,960.6000",-0.2269,17.5100,17.8089
601608.SH,"711,712,738.9671",46.2545,"424,726,196.8000",0.0469,3.9533,3.9425
601609.SH,"168,485,610.8844",-273.2319,"147,110,715.4000",-0.0982,5.5467,6.2471
601611.SH,"343,165,019.3906",-88.6790,"249,262,490.4000",-0.1536,6.8500,7.1041
601615.SH,"786,537,008.8235",-123.7452,"540,406,789.0000",-0.4195,9.5233,11.7691
601616.SH,"232,432,701.7921",-285.2481,"222,959,669.8000",-0.1794,2.6500,3.1006
601618.SH,"1,887,971,964.5646",-69.5481,"1,599,458,470.8000",-0.1737,3.2400,3.3098
601619.SH,"366,386,490.1198",-127.3706,"378,355,830.0000",-0.2863,3.1900,3.4730
601628.SH,"252,763,952.9838",-102.9009,"282,160,959.4000",-0.1877,29.9367,30.6217
601633.SH,"314,663,727.3077",-136.1660,"367,069,081.6000",0.0346,22.0867,24.1685
601636.SH,"586,108,595.0693",-134.3985,"559,942,642.6000",-0.1968,6.1300,6.9401
601658.SH,"2,375,238,088.2474",-6.7389,"2,179,500,008.4000",-0.0564,4.8300,4.7016
601665.SH,"1,028,633,133.4101",128.2282,"567,439,714.0000",0.0622,4.3333,4.1408
601666.SH,"742,094,711.8156",148.5657,"701,679,185.8000",0.4244,13.2767,11.9255
601668.SH,"4,082,322,531.9626",-55.7621,"3,555,073,666.2000",-0.0932,5.2733,5.2252
601669.SH,"1,996,029,957.1429",-74.7464,"1,693,691,964.2000",-0.2293,5.0000,5.1469
601677.SH,"323,752,169.7431",-124.6348,"313,673,237.4000",-0.1469,9.8633,11.2104
601678.SH,"345,355,681.8402",-130.7988,"265,954,024.6000",-0.1287,3.8433,4.1656
601686.SH,"71,274,293.6995",-153.2094,"85,544,323.0000",-0.0897,5.7633,6.1853
601688.SH,"1,044,450,642.6410",-18.9429,"1,001,847,512.6000",0.0695,14.0900,14.4524
601689.SH,"299,031,033.2085",-116.0030,"221,649,264.0000",0.0100,54.2900,62.3935
601696.SH,"1,589,259,390.7509",-90.3090,"740,623,314.6000",0.0037,10.4733,10.7350
601698.SH,"481,871,952.0426",-59.6569,"719,394,905.0000",-0.0585,15.5967,16.7066
601699.SH,"340,372,070.3947",164.1731,"370,197,476.6000",0.2763,25.1067,22.8905
601700.SH,"281,990,304.1284",-188.4921,"196,625,671.8000",-0.1711,4.1667,4.6308
601702.SH,"83,002,036.2739",29.3763,"86,677,649.0000",0.2190,15.6133,16.0352
601717.SH,"324,512,354.7667",102.0955,"270,835,514.6000",0.1589,13.9100,13.3256
601718.SH,"582,595,523.8597",-136.5696,"548,481,729.2000",-0.0532,2.7233,2.8366
601727.SH,"604,484,972.6415",-101.8551,"688,054,451.4000",-0.1222,4.0633,4.2499
601728.SH,"2,858,829,344.1026",17.7778,"2,680,705,290.2000",-0.0394,5.8600,5.6530
601766.SH,"1,511,096,095.7680",24.4767,"1,287,179,907.2000",-0.0938,6.1400,5.8474
601777.SH,"392,339,244.0730",-152.3119,"537,415,836.6000",-0.0030,3.0667,3.4513
601778.SH,"1,002,085,701.8018",-105.5485,"856,672,246.8000",-0.2930,3.1467,3.4858
601788.SH,"1,173,479,920.6631",16.3834,"696,772,387.2000",0.0622,16.4233,16.2786
601789.SH,"384,888,290.3394",-156.2842,"377,864,087.0000",-0.1799,3.6633,4.0471
601798.SH,"279,198,000.2193",122.5450,"215,805,128.0000",0.2072,8.1667,7.7192
601799.SH,"19,900,165.9238",1.4581,"26,782,575.0000",0.2455,133.9833,136.7606
601800.SH,"2,148,535,544.8598",-57.9014,"1,243,530,123.2000",-0.1917,8.4167,8.5368
601801.SH,"474,343,403.7143",-58.4052,"626,195,408.4000",-0.2108,6.4900,6.9761
601808.SH,"149,644,343.7671",-84.0179,"114,303,191.2000",0.0329,14.4700,14.9673
601811.SH,"74,441,559.3681",-32.7461,"79,517,508.4000",-0.1440,12.8167,13.4290
601816.SH,"2,010,623,430.4950",-38.8488,"1,611,542,944.2000",-0.1248,5.0300,5.0333
601818.SH,"3,100,761,546.8944",123.7209,"2,440,280,348.2000",0.0217,3.2100,3.0881
601825.SH,"586,352,141.5504",188.7908,"458,290,691.0000",0.0853,6.3300,6.1373
601827.SH,"114,677,334.9727",-49.2179,"91,571,349.2000",-0.0135,7.1900,7.4631
601828.SH,"350,595,140.0560",-145.6767,"274,089,070.6000",-0.2468,3.3567,3.8365
601838.SH,"434,463,090.4762",0.3702,"445,571,987.6000",0.0499,13.1567,12.5873
601857.SH,"4,287,166,733.2579",122.9152,"3,024,916,688.4000",0.1516,8.7000,8.0303
601858.SH,"381,582,126.2891",-32.5838,"399,867,520.4000",-0.3309,24.0567,26.2323
601860.SH,"1,020,655,214.6067",-44.4160,"802,914,124.8000",0.0187,2.6067,2.6150
601865.SH,"287,094,390.9550",-150.4190,"162,106,888.0000",-0.3253,20.2500,24.1448
601866.SH,"915,013,684.5529",-42.3552,"731,956,545.2000",-0.0160,2.3900,2.3917
601868.SH,"2,988,104,801.8349",-90.1891,"2,594,614,876.4000",-0.0917,2.1367,2.1689
601869.SH,"42,137,206.8528",-137.8507,"43,296,136.0000",-0.2158,25.4800,27.9890
601872.SH,"551,552,549.0278",93.2285,"710,857,294.4000",0.2069,6.8567,6.5593
601877.SH,"181,407,829.7862",-122.7471,"175,198,947.2000",-0.2130,19.4867,21.2516
601878.SH,"554,989,793.7500",-95.6755,"777,260,761.6000",0.0234,9.8933,10.1518
601880.SH,"1,427,183,535.8108",-109.0605,"942,051,754.4000",-0.0573,1.4433,1.4695
601881.SH,"1,368,185,503.8683",8.7219,"1,596,769,284.4000",0.0650,11.5867,11.9631
601882.SH,"80,672,858.7914",-80.2526,"49,289,207.2000",-0.1104,25.9800,25.9462
601886.SH,"195,627,350.4839",-139.9546,"150,600,092.6000",-0.2346,5.8333,6.6392
601888.SH,"387,145,038.3467",-78.9500,"380,931,046.4000",-0.2924,84.2033,90.1890
601890.SH,"309,153,579.8088",-177.7354,"298,683,081.2000",-0.2293,7.7700,8.8124
601898.SH,"699,232,596.8650",246.8682,"627,402,242.0000",0.3441,12.4800,10.8877
601899.SH,"2,186,772,981.0069",121.6714,"2,131,083,002.8000",0.1846,12.8900,12.5055
601900.SH,"287,549,763.9793",-48.9730,"410,307,460.0000",-0.4557,12.4700,13.6409
601901.SH,"1,513,824,799.4751",-19.8947,"2,611,868,951.4000",0.0840,7.1900,7.5707
601908.SH,"388,051,215.7761",-121.6156,"305,172,732.8000",-0.3483,3.6733,4.2554
601916.SH,"2,515,806,008.2734",3.6077,"2,255,488,749.8000",-0.0314,2.7567,2.6682
601918.SH,"759,712,532.2489",209.6433,"758,376,055.8000",0.4201,6.4867,5.8933
601919.SH,"1,380,956,948.7619",25.3012,"1,492,059,858.0000",0.0057,10.4167,10.0832
601921.SH,"321,278,495.7194",-33.7746,"329,184,526.2000",-0.1285,7.9600,7.9317
601928.SH,"418,751,119.5965",-9.0776,"521,203,082.6000",-0.2155,10.2800,9.9869
601929.SH,"1,395,160,368.9024",-213.0603,"2,571,149,727.0000",-0.1368,1.5700,1.7653
601933.SH,"838,690,308.7121",-173.1079,"745,796,726.2000",-0.1776,2.5333,2.7779
601939.SH,"1,894,242,816.0000",161.3110,"1,769,985,493.4000",0.0857,6.9800,6.6790
601949.SH,"678,060,535.5000",-52.2296,"586,118,094.0000",-0.3333,7.3700,8.3267
601952.SH,"149,129,411.3246",-135.7456,"114,712,368.8000",-0.1799,9.4267,10.1192
601956.SH,"200,110,458.1858",-297.3513,"142,995,154.0000",-0.2070,4.3267,5.2034
601958.SH,"365,725,685.8416",-99.1244,"322,670,887.0000",-0.0725,9.4433,9.8609
601963.SH,"154,716,033.5172",-71.1367,"119,499,936.2000",-0.1276,7.1000,7.2562
601965.SH,"116,258,624.7833",-139.5780,"137,443,905.6000",-0.0156,18.1333,19.9915
601966.SH,"210,701,898.2852",-16.9911,"196,855,153.6000",0.0388,20.8433,20.7198
601968.SH,"394,466,916.6000",-137.9224,"226,073,873.2000",-0.2101,4.8333,5.4268
601969.SH,"201,335,541.8960",-124.2470,"193,685,422.2000",0.0015,5.9767,6.3845
601975.SH,"1,200,836,930.7692",-56.5574,"1,506,497,299.8000",0.0609,2.9967,3.0313
601985.SH,"1,799,655,361.5207",199.8167,"1,435,774,630.0000",0.1889,8.5533,7.9676
601988.SH,"3,937,397,790.8277",157.1800,"4,149,255,531.8000",0.1275,4.4433,4.1869
601989.SH,"1,961,762,706.8085",54.3226,"1,643,184,698.8000",0.0106,4.4700,4.3400
601990.SH,"481,703,434.7722",-93.5438,"375,131,822.4000",-0.0223,7.8833,8.0471
601991.SH,"1,555,988,254.4747",-84.4804,"1,473,710,392.0000",-0.2997,2.4833,2.5609
601992.SH,"874,557,012.3077",-110.1737,"686,459,205.2000",-0.1055,1.9067,1.9739
601995.SH,"353,740,364.9570",-165.7033,"381,937,721.8000",-0.1621,33.3800,35.9751
601996.SH,"570,268,920.7965",-235.5544,"343,621,914.2000",-0.0813,2.1533,2.4978
601997.SH,"864,815,913.7931",-12.3744,"640,137,238.4000",-0.0248,5.4200,5.3388
601998.SH,"1,091,429,624.7278",87.2082,"815,220,470.2000",-0.0031,6.3633,5.9627
601999.SH,"296,905,239.2447",-178.9733,"349,534,942.0000",-0.1031,5.7067,6.6227
603000.SH,"801,126,722.4944",-30.1058,"775,464,380.6000",0.2766,23.9633,27.5973
603001.SH,"36,521,645.3515",-226.0017,"29,695,678.2000",-0.2344,4.3000,5.1281
603002.SH,"268,592,289.4212",-154.0616,"411,711,279.4000",-0.0099,4.6633,5.4248
603003.SH,"249,249,338.0328",-67.5389,"659,227,565.2000",0.0087,8.5533,10.0525
603004.SH,"138,119,840.5882",0.0000,0.0000,0.0000,20.8367,28.0022
603005.SH,"369,415,266.3067",-171.5380,"617,568,875.2000",-0.1920,16.9300,19.7357
603006.SH,"80,236,450.2709",-136.2607,"114,780,291.0000",-0.0888,8.6700,10.7093
603007.SH,"179,947,886.9219",147.8170,"180,261,676.6000",0.3493,6.0467,5.5797
603008.SH,"100,869,774.1772",-116.1724,"94,008,456.6000",-0.3262,14.9000,17.3399
603009.SH,"251,913,899.4902",87.2932,"542,860,567.4000",0.5310,11.7767,11.9925
603010.SH,"57,393,917.4194",-175.0094,"50,989,181.4000",-0.1659,8.9767,9.9489
603011.SH,"656,863,153.2974",-66.1163,"415,338,509.2000",0.0794,6.7600,7.0010
603012.SH,"195,392,753.6539",-269.2308,"183,069,811.6000",-0.1034,4.9233,5.4959
603013.SH,"73,492,114.5023",-133.6053,"125,159,712.8000",-0.0294,13.9300,15.6626
603015.SH,"214,636,056.1680",-121.0224,"317,655,248.4000",-0.0918,6.9567,8.2874
603016.SH,"14,567,633.4684",-189.1902,"23,372,682.0000",-0.2804,16.6967,19.0689
603017.SH,"72,064,720.5195",-274.3640,"53,426,918.0000",-0.2292,7.4167,9.0108
603018.SH,"142,535,068.9076",-137.5896,"173,724,011.6000",-0.2460,6.8167,7.4569
603019.SH,"1,143,637,479.8230",33.5412,"889,744,985.2000",-0.0708,43.2633,40.9954
603020.SH,"72,810,644.1349",-244.3316,"57,630,677.0000",-0.2579,6.5600,7.7400
603021.SH,"235,299,131.6883",-245.3138,"236,611,434.0000",-0.2750,3.7867,4.9775
603022.SH,"65,398,547.1698",-247.0344,"70,139,093.6000",-0.1330,7.5000,8.9633
603023.SH,"467,506,372.4340",-142.9167,"758,328,621.4000",-0.1097,3.1167,4.2184
603025.SH,"124,995,103.6078",-118.6730,"144,476,892.6000",-0.2666,10.0000,11.5747
603026.SH,"46,013,430.5578",-114.3119,"42,853,526.8000",-0.4043,35.2400,43.0100
603027.SH,"224,685,701.7067",-102.2719,"209,992,085.6000",-0.2467,15.0433,16.1863
603028.SH,"135,473,165.9524",-242.5062,"135,802,523.4000",-0.2887,7.4433,9.7504
603029.SH,"97,380,481.9340",-167.9967,"112,389,660.0000",-0.2452,16.3233,18.5278
603030.SH,"196,747,121.3333",-98.0568,"216,695,566.4000",0.1689,2.2067,2.5982
603031.SH,"8,328,001.9575",-240.9713,"9,126,290.0000",-0.0965,40.7167,44.3653
603032.SH,"256,030,811.5443",-70.2453,"212,138,136.8000",-0.6013,18.4667,20.6434
603033.SH,"92,067,990.9922",-136.8638,"87,252,196.6000",-0.2025,13.6633,15.1547
603035.SH,"96,333,671.2042",-200.8664,"97,175,360.0000",-0.1655,14.4667,16.7629
603036.SH,"82,256,336.6432",-78.3843,"114,424,068.6000",0.0685,10.6733,12.3300
603037.SH,"87,287,455.6569",-75.7111,"210,040,187.4000",-0.0173,15.3300,17.5659
603038.SH,"176,102,482.1678",35.9448,"267,809,671.0000",0.2771,10.2667,10.7329
603039.SH,"29,886,637.4286",-130.7935,"28,402,913.8000",-0.4427,37.2000,44.5354
603040.SH,"43,634,911.7536",-104.8244,"60,315,558.0000",-0.0854,20.0533,21.8540
603041.SH,"63,826,259.1451",-269.5218,"50,379,949.0000",-0.1335,9.5533,11.4674
603042.SH,"188,077,363.0909",-111.1111,"255,413,115.0000",-0.1499,10.1567,13.2630
603043.SH,"60,840,922.1741",-122.8225,"53,189,647.6000",-0.3692,17.7633,19.7019
603045.SH,"115,561,043.2999",-247.9520,"75,471,890.2000",-0.2476,10.6600,13.3372
603048.SH,"58,125,398.8062",-182.5582,"80,820,367.8000",-0.0878,13.3200,16.1894
603050.SH,"78,637,970.1314",-86.6089,"111,846,360.4000",-0.2387,15.5667,16.6822
603051.SH,"49,816,895.7955",-116.0161,"56,679,660.0000",-0.3548,24.8967,30.1217
603052.SH,"37,237,237.2584",-69.4123,"64,038,698.2000",0.0883,30.1833,33.7455
603053.SH,"64,851,519.0275",-167.0185,"70,644,320.2000",-0.0596,8.9867,9.7556
603055.SH,"139,430,437.9531",-161.1958,"121,167,348.6000",-0.0064,9.0100,10.3935
603056.SH,"70,450,633.1533",-80.3786,"57,815,766.4000",0.0095,14.1067,14.5929
603057.SH,"28,420,587.7443",-150.0717,"44,434,687.6000",-0.2352,18.4933,20.6350
603058.SH,"90,445,401.0043",-158.5500,"97,010,581.4000",-0.3160,6.7000,7.9799
603059.SH,"26,726,916.6493",-160.0354,"25,498,731.8000",-0.1235,20.1667,21.9578
603060.SH,"70,573,770.6192",-153.7813,"59,236,988.6000",-0.3670,7.1833,8.4336
603061.SH,"14,172,332.1678",0.0000,"17,412,072.4000",-0.4818,68.8800,79.3136
603062.SH,"20,913,671.7041",0.0000,0.0000,0.0000,44.1733,53.6037
603063.SH,"91,164,052.7230",-143.6157,"98,117,128.2000",-0.2406,20.1000,22.8579
603065.SH,"47,170,256.6346",0.0000,"82,313,583.6000",-0.3113,9.9333,12.1075
603066.SH,"339,642,924.7941",31.0124,"327,235,977.0000",0.0815,11.6167,11.5715
603067.SH,"106,382,891.3430",-124.3972,"92,694,233.6000",-0.2165,8.4100,9.4925
603068.SH,"49,615,757.4570",-238.3931,"52,482,187.8000",-0.3103,19.7533,24.8431
603069.SH,"59,714,246.4180",-105.4655,"114,231,136.8000",-0.2033,15.7200,17.5969
603070.SH,"38,593,150.0000",-229.4206,"33,822,460.2000",-0.2766,11.8667,14.3748
603071.SH,"52,091,124.0871",-158.2970,"42,441,953.4000",-0.1478,13.7133,14.7578
603073.SH,"26,434,474.5536",0.0000,"45,331,351.8000",-0.2355,14.8500,17.8326
603075.SH,"38,572,348.5279",0.0000,"71,478,071.6000",0.0000,18.7067,22.4644
603076.SH,"22,405,279.0797",-132.1081,"28,180,221.6000",-0.4432,21.4600,26.2773
603077.SH,"1,480,660,977.2358",-36.9679,"1,062,185,136.2000",0.0447,2.4500,2.3939
603078.SH,"147,199,924.0506",-131.1556,"130,629,572.8000",-0.2464,12.0067,14.5407
603079.SH,"59,863,656.6667",-305.8985,"68,448,317.2000",-0.2201,9.2000,11.7616
603080.SH,"67,384,403.2860",-144.0541,"103,020,159.4000",-0.0381,12.7033,14.9517
603081.SH,"89,225,645.9566",-147.0902,"153,912,967.0000",-0.3873,9.6367,11.4587
603082.SH,"205,537,248.5459",0.0000,0.0000,0.0000,37.5500,45.2100
603083.SH,"773,485,205.5471",-2.6242,"607,663,235.6000",-0.3591,43.2867,41.7052
603085.SH,"94,473,161.5183",-205.8580,"122,399,957.2000",-0.1820,7.1100,8.9023
603086.SH,"153,332,100.2433",-101.9316,"99,465,120.0000",-0.5923,3.9567,5.1808
603087.SH,"218,495,103.1694",-32.4820,"212,677,970.2000",0.1077,40.0100,44.1931
603088.SH,"162,958,905.0350",-208.9681,"163,684,847.4000",-0.0938,6.6500,7.6530
603089.SH,"94,131,633.6009",-102.5077,"150,834,656.0000",0.0470,8.1067,9.7104
603090.SH,"35,452,254.7500",-105.4096,"48,378,307.8000",-0.0055,17.4467,20.4233
603093.SH,"172,567,069.4931",-131.3762,"145,501,111.4000",0.0323,10.1533,11.5382
603095.SH,"36,399,078.8448",-95.5072,"60,829,985.2000",-0.3782,13.1133,15.0751
603096.SH,"63,657,449.4005",-175.9143,"52,245,649.2000",-0.2102,15.4500,17.7462
603097.SH,"90,630,667.8443",-122.9354,"109,424,452.6000",-0.0191,18.4500,20.5460
603098.SH,"171,447,402.6138",-142.7628,"119,649,550.8000",-0.4941,9.9000,13.1166
603099.SH,"388,452,236.8602",182.6589,"339,281,598.6000",0.5351,23.6667,19.8070
603100.SH,"86,848,939.4866",-110.7557,"51,853,270.2000",-0.2762,25.8600,28.0258
603101.SH,"135,508,893.5943",-100.8524,"259,497,088.2000",-0.0175,5.3267,6.3378
603102.SH,"10,696,042.5129",-186.6139,"15,604,025.4000",-0.2187,33.5133,37.3151
603103.SH,"82,026,067.3856",-97.7520,"122,163,199.2000",-0.0590,14.3167,15.9000
603105.SH,"122,811,277.8008",-150.7694,"115,177,977.0000",-0.3517,8.9067,10.8308
603106.SH,"441,223,348.9170",-128.9828,"686,527,555.2000",-0.0212,5.0067,6.3120
603107.SH,"124,731,953.3810",0.0000,0.0000,0.0000,17.3533,21.4915
603108.SH,"547,371,109.1467",18.6527,"960,119,641.0000",0.3458,16.5467,17.7384
603109.SH,"98,401,178.2134",64.0182,"86,043,160.4000",0.1797,16.8833,16.9938
603110.SH,"77,348,665.8432",-141.7661,"117,179,928.4000",-0.1787,17.0400,22.4977
603111.SH,"432,918,596.0345",155.7033,"255,718,299.4000",0.1638,5.6533,5.3271
603112.SH,"56,671,688.7963",-161.0432,"49,995,323.6000",0.0444,9.8967,11.2716
603113.SH,"134,115,502.9248",-173.4089,"106,710,691.6000",-0.1391,6.6467,7.6411
603115.SH,"38,660,479.5394",-194.6461,"33,771,781.4000",-0.2483,10.7067,12.6687
603116.SH,"179,262,645.2282",-169.2918,"177,336,250.4000",-0.1872,4.6833,5.5771
603117.SH,"26,770,168.6335",-133.4380,"21,482,028.6000",-0.1178,3.0067,3.2370
603118.SH,"336,490,185.8364",-138.1547,"478,092,520.8000",-0.1342,7.3267,8.5719
603119.SH,"31,897,950.0000",0.0000,"83,555,576.0000",0.0000,22.4900,23.7937
603121.SH,"255,920,576.4391",-126.2230,"275,829,671.8000",-0.0568,6.9567,8.2519
603122.SH,"252,377,745.0311",-152.6079,"150,454,044.2000",-0.2923,6.4833,7.6194
603123.SH,"310,510,047.1963",-146.1217,"746,035,306.0000",-0.1550,7.8667,9.9089
603125.SH,"18,991,982.4088",0.0000,"35,275,348.2000",-0.1124,26.3833,28.6782
603126.SH,"728,827,262.8849",-106.8228,"230,259,048.0000",-0.2345,6.5933,6.8462
603127.SH,"217,578,547.6923",-92.1090,"268,257,727.4000",-0.5975,17.1567,21.8479
603128.SH,"245,969,945.7067",-77.5418,"323,435,838.0000",-0.2057,7.2733,7.5359
603129.SH,"30,862,946.6693",-108.6279,"31,745,026.2000",-0.2743,95.1500,104.7295
603130.SH,"26,230,517.9526",-133.9572,"36,986,905.0000",-0.1280,18.5567,20.3612
603131.SH,"241,833,905.2673",-89.0291,"350,418,450.4000",0.0542,11.9667,13.3784
603132.SH,"54,441,634.2784",-180.9556,"52,383,761.4000",-0.0300,10.9233,12.1555
603133.SH,"77,475,000.0000",-119.3575,"40,572,196.4000",-0.3083,5.0900,6.2474
603135.SH,"250,633,613.2537",0.0000,"92,053,628.4000",-0.0970,16.4000,16.0572
603136.SH,"52,488,485.6095",-118.1565,"68,370,715.8000",-0.3481,16.8033,18.9400
603137.SH,"21,471,610.5066",0.0000,"34,539,459.2000",-0.1758,15.9100,17.9229
603138.SH,"125,692,382.7454",-188.4281,"141,244,246.6000",-0.3404,12.0600,15.0350
603139.SH,"52,813,882.5609",-228.1252,"52,568,150.6000",-0.2427,12.0567,16.0327
603150.SH,"16,087,461.7471",-225.8500,"30,109,919.2000",-0.0479,23.7967,26.5943
603151.SH,"38,464,694.2110",-192.4864,"24,256,408.6000",-0.3848,10.4200,13.2122
603153.SH,"188,485,232.7551",0.0000,"214,665,229.2000",0.0638,17.7500,18.7986
603155.SH,"11,095,518.9761",-202.6539,"9,371,479.8000",-0.2983,17.1667,20.7137
603156.SH,"102,508,392.4242",53.2711,"77,458,229.0000",-0.0701,25.0000,23.7660
603158.SH,"314,437,688.4856",-60.5994,"828,387,194.0000",0.1289,7.3300,8.3055
603159.SH,"36,998,075.2404",-193.9883,"37,929,720.0000",-0.1041,11.7400,14.2421
603160.SH,"72,864,421.5956",-10.5972,"120,721,461.2000",0.1930,57.6000,62.5087
603161.SH,"59,368,055.4887",-162.9527,"122,005,470.2000",-0.0738,12.5133,14.6782
603162.SH,"43,299,059.8611",0.0000,"113,030,717.8000",-0.1933,13.8267,15.6768
603163.SH,"25,147,641.5057",-117.4840,"42,440,725.6000",-0.3258,28.3167,32.1402
603165.SH,"100,849,066.1945",-148.6141,"79,565,216.2000",-0.2636,10.0700,11.6920
603166.SH,"150,038,823.7477",-230.8662,"190,686,431.2000",-0.1390,5.1300,6.1286
603167.SH,"118,729,838.4026",123.7505,"183,901,357.2000",0.2177,8.9600,8.6861
603168.SH,"297,675,470.8696",-36.9180,"552,472,771.4000",0.0793,8.7933,10.0569
603169.SH,"266,425,181.0036",-167.1811,"259,970,711.8000",-0.1349,5.0400,5.7408
603170.SH,"68,911,556.6557",-126.9271,"64,621,620.8000",-0.2724,14.6333,16.5064
603171.SH,"46,905,069.1390",-163.5200,"40,153,946.8000",-0.3586,25.2433,30.1426
603172.SH,"65,344,038.7149",0.0000,"51,116,369.0000",-0.2741,11.9800,14.7496
603173.SH,"25,375,408.8429",-191.4389,"40,553,301.4000",-0.3665,18.1833,21.8727
603176.SH,"88,909,378.9130",-263.8374,"69,299,597.6000",-0.3145,4.4367,5.5556
603177.SH,"55,731,072.9730",-201.6944,"52,043,038.4000",-0.3109,8.0233,10.4792
603178.SH,"282,337,210.7604",55.6566,"570,461,537.8000",0.7118,30.9567,32.6346
603179.SH,"75,043,028.2989",-16.4141,"65,296,775.6000",0.0812,44.3500,45.6951
603180.SH,"26,277,172.4766",-136.9787,"23,983,719.2000",-0.3032,20.3367,23.6589
603181.SH,"36,028,388.1321",-120.0749,"35,949,949.6000",-0.0453,9.1800,10.0983
603182.SH,"38,835,694.2857",-211.8951,"29,406,106.6000",-0.2396,11.0600,13.3255
603183.SH,"224,920,031.5029",-352.1709,"163,325,893.8000",-0.2762,3.3567,4.1525
603185.SH,"118,904,779.8993",-86.0089,"126,234,307.2000",-0.6399,26.1200,32.9148
603186.SH,"104,095,639.0117",-205.3296,"87,815,107.4000",-0.3241,20.4300,28.2925
603187.SH,"85,784,090.2422",-88.9787,"67,421,853.2000",-0.4798,13.7333,15.2837
603188.SH,"217,762,988.2129",-333.7050,"229,484,129.8000",-0.2814,2.5200,3.3226
603189.SH,"267,340,589.1832",-139.8050,"284,847,987.0000",-0.1047,12.1467,14.0394
603190.SH,"20,899,831.6800",0.0000,"36,934,255.2000",-0.1473,23.1667,27.3023
603191.SH,"93,015,242.0904",-115.6343,"105,377,463.6000",-0.2292,13.2933,15.1423
