,tapi,cci,vma,srmi,cdp,expma
002277.SZ,"866,005,431.5458",-182.6087,"671,769,797.6000",-0.1442,2.6833,3.3253
002278.SZ,"199,798,535.3318",-268.5587,"159,585,295.0000",-0.1951,4.1033,5.0843
002279.SZ,"481,242,107.7658",-156.5227,"646,312,053.0000",-0.2292,5.0100,5.9371
002280.SZ,"818,271,404.4430",-163.0079,"895,054,951.4000",-0.4063,2.0333,2.4705
002281.SZ,"646,988,741.7458",-13.1222,"758,587,518.0000",0.0763,26.5400,27.4588
002282.SZ,"122,417,644.3317",-304.0665,"150,657,988.6000",-0.1844,5.7900,6.8882
002283.SZ,"345,945,933.6827",-135.7478,"291,941,531.2000",-0.0655,5.0000,5.6299
002284.SZ,"247,518,655.2857",-145.0899,"425,282,737.4000",-0.0988,6.6267,8.0600
002285.SZ,"441,572,319.6244",-191.2176,"443,121,356.8000",-0.1929,1.9200,2.3033
002286.SZ,"126,884,409.8792",-277.2749,"121,843,032.6000",-0.2749,5.7700,7.1417
002287.SZ,"31,460,579.7412",-222.3648,"29,449,871.8000",-0.1992,19.6933,21.7171
002288.SZ,"594,623,393.7179",-280.3336,"360,988,049.2000",-0.3991,2.5967,3.5812
002289.SZ,"33,747,641.4746",-106.3008,"49,774,403.2000",-0.1012,4.4267,5.2407
002290.SZ,"70,984,372.6074",-80.5015,"56,721,480.8000",0.0598,9.9900,11.4743
002291.SZ,"476,600,614.0309",-118.4644,"944,952,513.6000",-0.5838,6.5000,8.2913
002292.SZ,"1,408,573,408.1689",-50.7653,"1,831,243,168.4000",-0.1217,6.9033,7.6039
002293.SZ,"69,869,692.0000",-112.4130,"66,653,645.8000",-0.1639,9.2900,9.6176
002294.SZ,"108,764,513.0603",-107.4429,"79,848,894.4000",-0.1674,28.3800,29.8431
002295.SZ,"134,349,987.4415",-253.5910,"114,519,134.6000",-0.1429,5.2667,6.6947
002296.SZ,"260,523,297.5855",-219.0789,"178,700,103.4000",-0.2350,6.1933,7.2744
002297.SZ,"170,045,870.6488",-283.3640,"153,235,667.0000",-0.2085,5.7067,6.8657
002298.SZ,"441,656,017.1409",-219.0930,"273,557,577.6000",-0.3375,3.9567,5.0225
002299.SZ,"161,342,937.2112",-119.2388,"137,244,759.6000",-0.1390,15.8567,16.9162
002300.SZ,"207,242,329.2829",-284.2250,"473,495,288.0000",-0.2358,6.2167,7.4904
002301.SZ,"215,828,790.4295",-211.5161,"145,081,262.8000",-0.1728,5.6600,6.4026
002302.SZ,"178,426,317.5378",-121.0680,"162,682,666.4000",-0.0981,6.1933,6.6511
002303.SZ,"404,425,015.8616",-245.8545,"286,788,261.2000",-0.1399,2.7633,3.1872
002304.SZ,"91,178,926.3281",-132.0990,"94,996,078.8000",-0.2476,97.5833,107.9018
002305.SZ,"616,477,664.7000",-166.6531,"835,810,683.2000",-0.1787,1.6667,1.9346
002306.SZ,"569,405,037.4585",-208.6495,"709,159,294.8000",-0.2424,3.0100,3.8549
002307.SZ,"200,188,387.5477",-164.4179,"220,699,069.0000",-0.2257,3.8000,4.2700
002308.SZ,"702,245,314.6167",-218.2670,"678,303,920.2000",-0.4384,2.5400,3.5171
002309.SZ,"182,884,954.5419",-162.0582,"235,663,816.2000",-0.4011,2.1367,2.7712
002310.SZ,"852,673,808.4813",-143.9200,"1,150,468,340.8000",-0.0960,1.5300,1.8547
002311.SZ,"72,669,187.5032",-90.8617,"82,579,587.2000",-0.0675,41.4300,43.1657
002312.SZ,"438,535,834.6523",-98.8222,"281,373,983.2000",-0.1869,6.3733,6.9150
002313.SZ,"293,479,600.0092",-4.5018,"451,380,648.6000",0.0346,7.8867,8.6985
002314.SZ,"379,332,415.1673",-173.1837,"380,698,500.2000",-0.1723,2.5700,2.8939
002315.SZ,"131,928,857.3594",-15.4833,"187,719,486.4000",-0.2286,29.2600,30.5703
002316.SZ,"510,458,198.9118",-53.1049,"772,497,008.0000",0.1059,4.3000,5.0242
002317.SZ,"483,507,991.0370",-99.6068,"656,827,254.2000",-0.1150,14.6500,16.0054
002318.SZ,"103,129,097.5573",146.3570,"92,058,507.0000",0.2885,21.3267,20.2804
002319.SZ,"110,373,978.1108",-173.6376,"71,067,995.2000",-0.3230,11.2267,12.7125
002320.SZ,"379,850,579.7792",-5.3800,"286,409,311.0000",0.0233,5.9867,5.9624
002321.SZ,"292,585,027.9082",-214.1829,"267,475,138.8000",-0.3147,1.8933,2.2011
002322.SZ,"139,296,865.0966",-45.3861,"222,778,065.8000",0.0773,10.3333,11.5209
002323.SZ,"1,012,387,983.6348",-185.2103,"1,310,116,891.2000",-0.3383,1.6800,2.0758
002324.SZ,"355,941,196.6319",-230.3328,"246,507,175.4000",-0.3088,8.7933,11.0509
002325.SZ,"1,994,874,257.1098",-79.3474,"1,275,793,070.0000",0.0636,1.5100,1.5832
002326.SZ,"262,475,126.6947",-104.2171,"291,751,750.4000",-0.3723,9.7200,11.1186
002327.SZ,"145,472,731.6526",210.6503,"120,545,556.8000",0.1723,10.0600,9.4864
002328.SZ,"137,893,572.2619",-223.3333,"270,041,021.2000",-0.1669,4.7633,5.4511
002329.SZ,"348,679,268.9820",-173.7930,"505,670,539.0000",-0.2247,4.1900,5.1763
002330.SZ,"184,971,546.7710",-253.3423,"228,327,947.6000",-0.2582,4.1300,5.0053
002331.SZ,"255,877,479.4929",-143.0501,"389,955,312.4000",-0.0908,5.8267,7.1965
002332.SZ,"202,277,698.5931",-138.6603,"273,071,543.0000",-0.2934,10.1500,11.2760
002333.SZ,"315,685,793.1492",-90.0406,"313,744,008.4000",-0.0034,5.7067,6.1721
002334.SZ,"405,333,214.1475",-140.0339,"364,356,652.8000",-0.3690,6.9400,8.1114
002335.SZ,"163,288,447.8598",-110.6677,"167,672,679.4000",-0.3326,22.9633,26.2740
002336.SZ,"188,244,222.8347",-194.9693,"171,311,751.6000",-0.1111,9.0333,11.8352
002337.SZ,"261,110,547.8991",-190.0573,"448,519,981.0000",-0.1386,4.3333,5.0543
002338.SZ,"111,490,963.8439",-98.6930,"155,395,861.6000",-0.1407,25.0933,29.8587
002339.SZ,"244,138,727.9146",-216.8862,"310,577,439.4000",-0.2295,5.4367,6.4884
002340.SZ,"1,283,553,338.7985",-123.7922,"844,200,964.8000",-0.1964,4.9433,5.4042
002341.SZ,"294,542,600.0857",-209.9791,"728,290,934.0000",-0.2157,2.6467,3.1675
002342.SZ,"272,506,700.6268",-316.6850,"299,391,152.2000",-0.1675,3.2833,3.8228
002343.SZ,"399,685,952.4682",-146.8599,"524,016,081.0000",-0.2606,5.3433,6.2639
002344.SZ,"254,211,218.9218",-186.7527,"236,745,690.6000",-0.2897,3.4500,3.9342
002345.SZ,"182,535,370.3214",-104.9384,"206,413,849.0000",-0.1378,5.9833,6.3859
002346.SZ,"38,180,920.3818",-206.9474,"33,811,001.8000",-0.2576,8.7733,10.3100
002347.SZ,"491,443,969.1323",-234.8143,"703,528,444.6000",-0.1663,4.0333,4.8796
002348.SZ,"243,927,737.5162",-152.6953,"282,367,964.8000",-0.2920,2.9467,3.4141
002349.SZ,"217,519,633.5831",-155.7432,"311,380,750.6000",-0.2547,7.1600,8.2080
002350.SZ,"163,782,070.3545",-201.1299,"123,086,980.6000",-0.3107,4.5433,5.6982
002351.SZ,"366,077,920.8757",-75.9778,"488,631,013.8000",-0.2321,12.7167,14.8819
002352.SZ,"249,477,101.7781",-101.0064,"276,308,427.2000",-0.1897,37.0833,39.3480
002353.SZ,"169,027,325.8003",-4.9549,"155,909,295.0000",0.1921,28.2300,28.7270
002354.SZ,"1,712,152,677.3812",-128.0875,"2,043,941,852.4000",-0.3172,4.3533,4.9620
002355.SZ,"399,644,599.0333",-99.1013,"708,850,689.8000",0.0310,3.8600,4.8014
002356.SZ,"174,666,077.4292",-122.3240,"274,282,951.6000",0.0398,4.2767,4.7233
002357.SZ,"247,894,792.0935",-188.9273,"295,133,459.0000",-0.1127,5.4200,6.5205
002358.SZ,"299,622,287.8643",-204.0600,"309,807,590.4000",-0.2270,3.3700,3.9254
002360.SZ,"110,333,515.1990",-263.4313,"103,108,644.6000",-0.2435,5.4867,6.4430
002361.SZ,"249,317,109.5493",-307.0352,"282,967,583.2000",-0.2362,2.8767,3.5002
002362.SZ,"256,212,268.8401",-124.8948,"348,533,494.8000",-0.3085,18.4733,21.2735
002363.SZ,"182,164,243.1795",-159.2309,"505,354,305.2000",-0.1009,5.8833,7.0673
002364.SZ,"182,589,548.5445",-281.8863,"317,276,182.8000",-0.2774,5.3467,6.7214
002365.SZ,"101,786,093.0985",-264.4261,"73,827,516.0000",-0.2693,6.7733,8.4658
002366.SZ,"277,919,596.1464",-132.1479,"394,181,116.8000",-0.3480,4.1233,4.7851
002367.SZ,"172,349,077.8493",-166.6496,"138,267,295.4000",-0.1383,6.7600,7.3705
002368.SZ,"241,463,021.7987",-116.7287,"247,904,733.2000",-0.3100,24.9600,27.9685
002369.SZ,"468,071,329.0313",-192.9327,"1,007,583,901.0000",-0.2268,3.7667,4.8774
002370.SZ,"220,632,807.6454",-216.8196,"479,525,353.6000",-0.1906,3.2567,3.9368
002371.SZ,"86,333,582.7286",-1.2690,"106,994,191.4000",-0.0639,265.3300,257.3530
002372.SZ,"186,199,633.7416",-94.5690,"175,469,517.8000",-0.1844,14.9933,15.6239
002373.SZ,"310,155,820.4832",-131.2967,"281,547,013.2000",-0.2226,9.5100,10.6956
002374.SZ,"218,856,400.8552",-175.3875,"316,238,612.8000",-0.2267,2.7900,3.3393
002375.SZ,"250,698,365.8436",-244.3540,"339,314,589.0000",-0.1372,3.6600,4.3130
002376.SZ,"192,315,351.2626",-263.7884,"140,466,842.2000",-0.2575,5.5567,6.6735
002377.SZ,"904,812,646.1066",-220.0963,"555,371,853.2000",-0.1653,1.8033,2.3184
002378.SZ,"172,091,017.9283",-114.1025,"159,081,949.8000",-0.3476,4.5967,5.2278
002379.SZ,"205,820,102.7530",-137.7348,"185,530,503.0000",-0.0211,4.0600,4.2942
002380.SZ,"127,658,485.1950",-199.7422,"115,714,692.4000",-0.2580,13.4433,15.9708
002381.SZ,"203,825,609.9296",-155.8411,"145,116,077.0000",-0.0466,6.6200,7.2557
002382.SZ,"195,732,632.6821",-208.7411,"165,397,214.4000",-0.2767,5.1267,6.0759
002383.SZ,"217,800,734.8505",-135.5870,"475,212,355.6000",0.0031,5.9833,6.8190
002384.SZ,"569,796,241.8925",-115.2211,"550,765,648.6000",-0.4109,13.8200,16.3078
002385.SZ,"979,388,342.5894",-165.5125,"1,282,425,104.0000",-0.1820,4.9900,5.7727
002386.SZ,"191,526,784.7551",-142.0991,"170,736,810.6000",-0.3111,4.2000,4.8904
002387.SZ,"288,296,414.7824",-23.1639,"583,597,090.8000",0.1747,7.9067,9.2869
002388.SZ,"234,746,556.1122",-240.5521,"321,139,703.6000",-0.3944,3.7533,5.2014
002389.SZ,"239,431,645.7381",-206.3051,"186,786,422.6000",-0.2834,14.1867,16.8522
002390.SZ,"393,009,718.4594",-233.3948,"371,201,670.8000",-0.1509,3.7333,4.2285
002391.SZ,"96,928,426.4487",-215.0509,"85,615,997.0000",-0.2581,5.0200,5.8503
002392.SZ,"286,089,309.6453",-283.7617,"211,146,878.4000",-0.1066,3.1300,3.4996
002393.SZ,"38,530,175.2747",-182.9157,"42,412,079.4000",-0.0729,21.5033,24.0923
002394.SZ,"135,627,658.5661",-227.8431,"107,185,240.4000",-0.1267,6.5833,7.6395
002395.SZ,"283,531,501.2075",5.1088,"376,973,082.4000",-0.0368,12.0600,13.7630
002396.SZ,"139,644,904.5180",-147.1399,"119,674,504.2000",-0.2123,15.3567,17.1199
002397.SZ,"269,262,194.1566",-165.5588,"450,574,231.4000",-0.1735,2.6167,3.2902
002398.SZ,"217,820,535.9264",-183.4215,"211,440,947.2000",-0.3345,3.7467,4.4963
002399.SZ,"112,401,779.7733",-232.1744,"76,784,229.4000",-0.2494,8.3500,10.1936
002400.SZ,"2,613,417,230.0682",13.6665,"2,535,310,574.0000",0.1932,5.6067,5.5773
002401.SZ,"358,224,591.8425",-93.2066,"285,635,567.2000",-0.3521,16.1900,18.0000
002402.SZ,"318,282,670.7042",-159.5309,"258,325,510.4000",-0.2171,11.4067,12.8160
002403.SZ,"242,001,859.6866",-130.7576,"223,126,957.0000",0.0332,7.6933,8.4169
002404.SZ,"104,250,113.5795",-233.5028,"106,164,135.0000",-0.2025,4.8767,5.6261
002405.SZ,"626,782,987.4204",-163.6085,"527,701,399.2000",-0.3729,6.9200,8.2695
002406.SZ,"495,064,774.4321",-39.0122,"1,092,394,746.0000",0.1031,5.7067,6.0468
002407.SZ,"295,313,450.3177",-87.6027,"238,299,664.2000",-0.3390,12.4300,14.4184
002408.SZ,"373,330,903.4950",-149.6829,"246,826,079.2000",-0.2124,4.6967,5.2270
002409.SZ,"147,122,359.3138",-122.4663,"156,608,122.2000",-0.3111,44.7133,52.3101
002410.SZ,"574,910,824.9379",-88.7591,"500,893,856.4000",-0.6012,12.7767,17.1354
002412.SZ,"219,741,243.2108",-303.0738,"168,846,107.4000",-0.2656,4.9367,5.9589
002413.SZ,"500,911,676.8143",-209.6760,"935,727,400.4000",-0.1829,3.8933,4.7777
002414.SZ,"462,294,453.0571",-109.2880,"360,249,362.6000",-0.3856,5.8233,6.7834
002415.SZ,"489,417,547.9594",-80.4075,"488,029,258.6000",0.0026,33.4667,34.3351
002416.SZ,"183,089,290.0120",17.7836,"275,448,816.6000",0.1663,8.6400,8.6682
002418.SZ,"419,396,370.6827",-275.9266,"453,581,170.0000",-0.1354,2.2133,2.6838
002419.SZ,"287,467,297.6575",-191.4474,"370,339,520.6000",-0.2295,4.5733,5.1728
002420.SZ,"225,570,855.9357",-237.4505,"426,930,782.4000",-0.3035,3.8933,5.2261
002421.SZ,"539,193,958.1812",-142.9257,"703,081,013.8000",-0.2074,2.7667,3.0597
002422.SZ,"240,937,266.0117",-140.5059,"237,889,947.0000",-0.1137,25.6067,26.9941
002423.SZ,"1,702,341,467.1055",79.1302,"734,145,433.2000",0.1165,8.3167,8.2426
002424.SZ,"498,434,746.8361",-159.2969,"503,000,349.8000",-0.0397,7.5133,7.8397
002425.SZ,"550,001,419.8928",-182.0227,"581,948,469.0000",-0.3704,3.1533,4.0307
002426.SZ,"1,076,998,636.2308",-186.3092,"1,748,015,061.0000",-0.1535,1.6900,2.0891
002427.SZ,"201,466,614.3033",-170.6978,"166,440,339.4000",-0.5256,3.6133,4.7311
002428.SZ,"335,095,276.5853",-117.0351,"347,409,775.8000",0.0866,9.8333,11.2836
002429.SZ,"651,552,592.5395",0.1735,"592,916,352.6000",0.0844,5.0200,5.2840
002430.SZ,"108,799,108.6925",-130.6077,"79,260,203.0000",-0.2163,26.6267,28.6355
002431.SZ,"315,574,004.1502",-179.2986,"324,391,126.0000",-0.2169,2.0200,2.3443
002432.SZ,"164,891,515.0107",-37.0744,"177,445,253.2000",0.0313,37.9333,37.9532
002433.SZ,"140,753,532.5276",-93.7170,"344,391,632.6000",0.0955,1.9533,2.3504
002434.SZ,"261,867,284.4420",-220.6206,"213,215,640.8000",-0.2138,5.7500,6.9356
002435.SZ,"316,952,319.4684",-247.9981,"279,958,810.0000",-0.3305,3.0067,3.7635
002436.SZ,"622,315,374.7379",-72.7477,"741,374,718.0000",-0.1294,11.6600,13.0583
002437.SZ,"965,831,984.5286",-122.5748,"1,516,713,707.8000",-0.0541,1.9967,2.2775
002438.SZ,"106,795,497.5461",-130.1339,"116,634,220.6000",-0.0940,9.6600,10.4582
002439.SZ,"301,979,536.6270",-174.6330,"184,143,777.0000",-0.3014,20.6467,23.5558
002440.SZ,"107,790,577.8099",-158.1582,"96,324,949.0000",-0.1325,5.6467,6.1176
002441.SZ,"91,842,744.9344",-182.5986,"80,837,416.2000",-0.2812,7.3767,8.5530
002442.SZ,"321,315,130.1599",-188.9701,"408,274,222.8000",-0.0788,4.2067,5.1264
002443.SZ,"274,100,026.3217",-222.5900,"250,644,863.6000",-0.0987,5.6267,6.4195
002444.SZ,"212,238,703.7138",39.2513,"215,281,093.0000",0.2058,21.0767,20.8257
002445.SZ,"1,063,204,613.7039",-200.0630,"1,258,376,739.2000",-0.1523,1.9467,2.1827
002446.SZ,"747,116,472.5434",-197.1066,"935,963,428.4000",-0.2575,6.3433,7.5703
002448.SZ,"260,375,242.0835",-92.4138,"317,032,931.4000",-0.0670,5.5567,6.2729
002449.SZ,"222,278,473.0665",-269.0489,"242,305,579.6000",-0.2379,6.4867,7.8008
002451.SZ,"269,706,414.5620",-232.5779,"391,220,441.4000",-0.1684,5.1767,6.1564
002452.SZ,"253,985,347.1847",-276.5324,"202,174,414.2000",-0.1096,5.3667,6.3277
002453.SZ,"236,088,679.3605",-291.1494,"185,242,317.8000",-0.2853,6.8600,9.1328
002454.SZ,"168,077,666.2929",-256.5778,"261,233,937.4000",-0.2286,5.5667,6.6982
002455.SZ,"235,418,739.4510",-185.2187,"159,296,531.2000",-0.3419,4.7667,6.1415
002456.SZ,"2,384,548,534.6422",34.0315,"5,494,315,231.8000",0.3983,7.4100,7.9312
002457.SZ,"281,842,724.2825",-145.9038,"504,811,927.6000",-0.0708,7.5133,8.4141
002458.SZ,"235,355,643.1616",-100.2791,"282,000,784.4000",-0.1717,10.1233,10.6845
002459.SZ,"1,013,479,687.8576",-88.5572,"1,130,670,573.8000",-0.4792,17.9167,20.9300
002460.SZ,"383,330,433.5715",-97.7911,"568,613,129.4000",-0.3540,37.0733,41.0957
002461.SZ,"150,237,236.1370",-129.0794,"110,233,136.0000",-0.1031,7.5633,7.9200
002462.SZ,"81,998,928.6181",-244.3495,"71,812,204.0000",-0.2040,11.4267,13.1206
002463.SZ,"934,074,432.9004",132.8083,"704,255,813.4000",0.2087,24.3767,22.5875
002465.SZ,"588,818,701.9343",8.9882,"928,233,517.8000",0.1324,10.6900,11.2969
002466.SZ,"484,667,436.6226",-92.0167,"631,196,487.6000",-0.2545,49.6600,53.3632
002467.SZ,"1,667,866,255.4813",-99.5413,"722,958,718.4000",-0.1199,4.2433,4.4153
002468.SZ,"233,700,224.1009",-149.2241,"187,933,436.2000",-0.2062,7.5100,8.2513
002469.SZ,"204,861,675.4186",-249.9484,"156,680,639.2000",-0.1373,4.9133,5.6355
002470.SZ,"538,121,573.1667",-166.3632,"661,398,434.4000",-0.1329,1.4367,1.6460
002471.SZ,"534,196,718.9700",-91.6737,"791,310,242.8000",0.0599,2.5767,2.7997
002472.SZ,"322,610,717.2426",-111.8780,"335,889,552.0000",-0.0041,22.4167,24.8140
002474.SZ,"302,962,010.1634",-185.8016,"224,299,824.2000",-0.3567,4.7800,5.9620
002475.SZ,"1,356,956,176.6207",-123.2118,"1,116,469,057.4000",0.0102,27.2867,29.3354
002476.SZ,"192,459,486.4711",-63.1351,"302,232,962.4000",0.0599,4.6933,5.2587
002478.SZ,"412,336,700.7941",-109.9680,"309,145,665.4000",-0.1683,5.3700,5.7149
002479.SZ,"254,508,080.3970",-329.5555,"221,786,447.8000",-0.1534,3.8833,4.4160
002480.SZ,"163,168,721.9841",-238.6275,"189,549,480.8000",-0.1910,3.6133,4.3346
002481.SZ,"289,208,115.9686",-74.7816,"305,891,789.6000",0.0482,4.3233,4.5269
002482.SZ,"192,667,409.9763",-99.5671,"220,669,369.2000",0.1124,1.7200,1.9160
002483.SZ,"324,124,663.8910",-259.7835,"269,356,793.4000",-0.2019,4.0800,4.8013
002484.SZ,"154,585,736.3680",-99.7168,"163,981,602.6000",-0.1357,15.2300,16.3087
002485.SZ,"46,844,671.2276",-123.7487,"38,660,862.2000",-0.2621,3.0033,3.8191
002486.SZ,"320,349,749.0936",-209.9634,"293,135,421.0000",-0.2244,2.2167,2.6359
002487.SZ,"225,081,584.6173",-117.2689,"327,740,627.4000",-0.3463,20.2700,23.4708
002488.SZ,"286,534,759.5164",-211.4682,"291,000,497.0000",-0.1051,5.3667,6.5258
002489.SZ,"289,810,729.2362",-162.5907,"311,546,953.4000",-0.3069,2.5800,2.9202
002490.SZ,"212,410,246.6976",-299.0425,"487,062,609.0000",-0.2029,3.0867,3.9466
002491.SZ,"293,718,472.9791",-137.7938,"258,717,761.6000",-0.2929,4.4033,5.0160
002492.SZ,"177,288,823.8868",-259.4884,"134,610,274.4000",-0.1790,4.4800,5.3796
002493.SZ,"445,652,508.1121",-127.1871,"521,817,124.6000",-0.1155,9.8867,10.4807
002494.SZ,"352,021,995.0465",-246.5963,"451,139,171.2000",-0.1719,3.5100,4.4854
002495.SZ,"380,257,175.7212",-201.7784,"660,606,761.6000",-0.0813,2.1333,2.5972
002496.SZ,"407,867,260.2164",-184.4279,"390,374,956.0000",-0.2565,1.5433,1.8540
002497.SZ,"314,355,838.4331",-119.7929,"327,973,653.0000",-0.3643,10.4633,12.3237
002498.SZ,"404,531,459.7952",-161.8301,"289,742,767.6000",-0.0840,3.5167,3.7515
002500.SZ,"565,751,915.0738",-142.7242,"439,347,875.8000",-0.0687,5.1600,5.4060
002501.SZ,"599,777,099.0496",-175.8748,"451,984,184.0000",-0.2390,1.1267,1.3368
002502.SZ,"249,917,053.5707",-100.9712,"300,572,195.6000",0.0628,1.8567,2.2285
002505.SZ,"1,297,084,859.2993",-118.0885,"1,731,985,743.8000",-0.2751,1.2867,1.5056
002506.SZ,"1,263,689,126.9053",-153.5670,"1,002,493,697.6000",-0.0959,2.4900,2.6611
002507.SZ,"232,181,221.9305",-88.0301,"175,326,950.2000",-0.4008,13.5167,14.5888
002508.SZ,"165,647,618.9848",-57.3082,"148,493,754.0000",0.0656,23.8500,23.7723
002510.SZ,"595,892,562.5074",-88.3857,"1,224,890,783.0000",0.0613,3.7333,4.1998
002511.SZ,"147,432,667.9057",-134.9438,"110,810,044.2000",-0.2026,8.8900,9.6269
002512.SZ,"795,780,612.8064",-57.4143,"1,965,159,300.0000",0.0820,4.0533,4.7210
002513.SZ,"169,784,441.6027",-140.4208,"180,538,764.2000",-0.0285,4.1367,5.6012
002514.SZ,"351,444,776.1487",-160.5012,"692,094,054.6000",-0.1843,6.3800,7.6050
002515.SZ,"191,616,978.5246",-43.0463,"228,888,190.6000",0.0717,4.6300,5.0643
002516.SZ,"263,830,140.2681",-191.8998,"323,657,139.2000",-0.0754,3.9867,4.5102
002517.SZ,"1,165,101,170.0600",-25.6223,"1,284,971,909.0000",-0.3265,11.5800,11.6480
002518.SZ,"207,085,805.2882",-98.5478,"287,598,232.6000",-0.3997,21.5967,25.0075
002519.SZ,"437,209,669.7059",-167.4619,"559,881,114.8000",-0.2067,4.4100,5.2676
002520.SZ,"406,233,200.7243",-125.5211,"505,357,735.6000",-0.0523,4.9267,5.5617
002521.SZ,"113,317,369.3350",59.1528,"197,065,828.2000",0.2538,7.4567,7.6714
002522.SZ,"206,272,685.4208",-233.0799,"221,372,661.8000",-0.2510,3.6567,4.3061
002523.SZ,"1,192,942,419.3503",11.0196,"878,602,080.0000",0.1051,2.9800,3.0144
002524.SZ,"188,331,737.7667",-267.9185,"120,815,370.4000",-0.2866,4.3300,5.6347
002526.SZ,"742,244,466.7540",-98.9384,"1,091,415,589.6000",0.0524,2.3267,2.5627
002527.SZ,"454,985,463.5621",-51.7837,"458,158,563.8000",0.0867,7.9567,9.3096
002528.SZ,"571,438,608.4491",-140.2387,"732,966,470.2000",-0.2264,6.4867,7.6365
002529.SZ,"168,803,019.9440",-162.9912,"133,419,471.8000",-0.4648,7.5100,10.1045
002530.SZ,"272,193,913.3479",-139.0978,"438,714,755.4000",0.0376,7.4900,8.1130
002531.SZ,"420,334,001.1181",-167.6058,"377,706,827.6000",-0.3580,9.4233,10.9516
002532.SZ,"626,730,949.5803",-109.5129,"502,585,124.8000",-0.1000,5.4700,5.8405
002533.SZ,"237,029,760.7064",90.3265,"245,430,849.0000",0.1271,8.2300,8.3015
002534.SZ,"100,621,315.2947",-146.1385,"72,023,203.6000",-0.3922,9.4800,11.4395
002535.SZ,"380,843,626.3802",4.1216,"646,469,657.0000",0.3088,4.0533,4.4603
002536.SZ,"271,688,072.3844",-44.5199,"580,391,601.4000",0.1102,11.1100,12.3926
002537.SZ,"325,699,736.1901",-178.2928,"292,694,902.8000",-0.1977,5.2600,6.0659
002538.SZ,"158,965,075.9541",-159.6774,"129,226,997.8000",-0.2545,4.7633,5.6011
002539.SZ,"155,529,805.3574",-106.3899,"126,859,966.0000",-0.1030,7.3100,7.9921
002540.SZ,"445,466,158.8523",-172.6490,"274,300,154.8000",-0.0204,5.1433,5.7746
002541.SZ,"92,738,739.8460",-162.2135,"74,755,053.0000",-0.3741,16.7400,20.5872
002542.SZ,"510,415,320.6449",-251.1811,"705,617,961.2000",-0.2411,2.0467,2.4266
002543.SZ,"83,172,280.5127",2.4390,"123,783,550.0000",0.0518,8.6367,8.7063
002544.SZ,"161,076,454.8323",-231.7472,"174,665,735.6000",-0.2665,14.5733,18.1639
002545.SZ,"169,158,019.1580",-107.1846,"137,750,205.6000",-0.0824,6.5267,6.9657
002546.SZ,"285,515,712.9654",-118.2867,"284,231,039.0000",-0.2912,3.7833,4.4438
002547.SZ,"540,524,184.6338",-166.6267,"1,018,170,377.6000",-0.1041,3.6867,4.2450
002548.SZ,"367,646,199.7968",-170.5876,"411,070,146.0000",-0.1578,4.1600,5.3330
002549.SZ,"190,264,935.1133",-171.9200,"160,035,801.8000",-0.3389,6.8400,8.7905
002550.SZ,"238,066,284.4522",-108.6447,"334,475,636.6000",-0.0740,4.8833,5.2806
002551.SZ,"343,552,223.5104",-294.7889,"231,440,972.6000",-0.3043,2.7333,3.5280
002552.SZ,"45,267,176.3473",-168.5263,"47,467,011.0000",-0.2922,12.1300,13.9600
002553.SZ,"208,555,726.9665",-111.1250,"234,092,238.6000",0.0154,10.3633,11.4261
002554.SZ,"279,356,625.9707",-189.9097,"291,140,504.6000",-0.2681,2.5433,3.0320
002555.SZ,"856,454,229.9656",-90.0444,"1,004,649,457.6000",-0.4032,18.4567,19.8998
002556.SZ,"202,147,562.2227",-153.3667,"155,311,981.8000",-0.3759,4.7167,5.6571
002557.SZ,"77,291,326.0495",-83.7992,"70,074,799.6000",-0.1791,33.4667,34.3870
002558.SZ,"871,292,234.1307",-79.1301,"1,039,278,566.0000",-0.4568,10.4033,11.3389
002559.SZ,"1,070,707,829.7996",19.8554,"1,427,247,867.0000",0.1434,9.2300,9.8757
002560.SZ,"171,064,478.6852",-161.4081,"166,969,774.4000",-0.2181,5.7767,6.6891
002561.SZ,"349,620,797.3368",-129.9973,"533,014,152.6000",-0.0161,8.2767,9.3111
002562.SZ,"141,171,237.2122",-180.6379,"154,847,611.2000",-0.2415,2.9900,3.5791
002563.SZ,"288,347,797.1207",-143.4343,"241,988,718.8000",-0.0842,5.4400,5.7042
002564.SZ,"248,171,847.9490",-38.3145,"382,740,680.8000",0.0434,3.6900,3.8272
002565.SZ,"391,079,298.4407",-187.7533,"383,351,375.8000",-0.2174,2.5900,3.0445
002566.SZ,"148,397,250.6290",-299.1216,"158,784,949.4000",-0.2300,6.3500,7.7057
002567.SZ,"589,769,950.8509",-146.3618,"667,883,530.2000",-0.0773,5.7733,6.3985
002568.SZ,"220,643,334.1039",-124.6993,"161,288,004.4000",-0.4091,20.4700,23.3971
002569.SZ,"20,408,491.8219",-96.2623,"41,051,204.4000",0.0670,5.2300,6.4403
002570.SZ,"291,382,942.7781",-224.4249,"240,611,295.4000",-0.1956,3.1833,3.7214
002571.SZ,"219,980,447.6347",-266.0405,"212,002,577.8000",-0.2205,4.3467,5.5808
002572.SZ,"161,770,924.8769",-88.9744,"163,611,963.8000",0.0481,16.0933,16.5416
002573.SZ,"147,236,821.4622",-182.1305,"125,160,042.8000",-0.1920,4.4200,4.8740
