,tapi,atr,vma,cdp,expma
002595.SZ,"73,909,343.4628",9.0300,"52,241,539.2000",31.4867,30.7688
002596.SZ,"425,532,542.2818",0.7900,"423,495,272.2000",2.1100,2.5550
002597.SZ,"64,315,332.4314",4.1100,"69,740,402.4000",17.7567,19.7200
002598.SZ,"136,119,832.4889",2.6800,"134,318,497.6000",7.5267,9.0914
002599.SZ,"305,926,221.5507",2.0200,"638,043,176.8000",5.1133,5.9696
002600.SZ,"1,333,927,177.4444",1.4500,"1,412,053,463.2000",5.1533,5.7376
002601.SZ,"191,108,615.1246",3.0500,"214,672,433.6000",17.7767,17.6948
002602.SZ,"1,530,115,349.1145",1.3700,"2,401,547,704.0000",4.5667,4.9859
002603.SZ,"230,499,860.8010",4.4200,"417,008,319.6000",20.4933,22.1983
002605.SZ,"438,109,659.9406",8.8100,"443,874,702.2000",24.8200,24.8381
002606.SZ,"142,849,876.6066",1.8400,"185,349,209.4000",6.6300,7.4479
002607.SZ,"3,253,478,765.7650",1.1200,"3,054,069,440.0000",3.2633,3.8666
002608.SZ,"295,998,272.8302",1.2200,"219,107,869.8000",7.0733,7.0861
002609.SZ,"253,684,222.0694",3.0900,"295,075,635.4000",8.2033,9.8002
002610.SZ,"2,313,173,096.6981",0.7200,"2,553,287,399.8000",1.9467,2.1220
002611.SZ,"515,274,381.1376",3.6800,"602,266,828.8000",6.0433,5.5658
002612.SZ,"100,196,347.7614",3.8800,"120,321,402.0000",16.9933,19.2352
002613.SZ,"320,196,398.4460",1.1800,"415,278,974.8000",3.4933,4.1431
002614.SZ,"282,854,012.7493",2.2100,"252,074,141.6000",6.4833,7.1393
002615.SZ,"335,603,708.3674",1.6300,"472,568,979.2000",5.8267,6.6448
002616.SZ,"191,670,808.1333",1.2800,"145,516,283.2000",4.0267,4.7912
002617.SZ,"486,361,036.4196",1.5200,"500,079,114.8000",5.2467,6.0010
002620.SZ,"256,208,013.3277",1.6500,"241,632,902.2000",3.3600,4.4682
002621.SZ,"844,247,551.1795",1.4800,"457,454,465.8000",2.0933,2.7944
002622.SZ,"540,810,273.8496",1.0500,"298,938,760.4000",2.1033,2.7835
002623.SZ,"38,970,703.3970",7.0500,"53,459,666.2000",20.3667,23.6700
002624.SZ,"821,028,926.5589",3.7000,"817,678,285.2000",10.8133,11.7743
002625.SZ,"410,423,262.2374",4.8600,"298,343,244.4000",13.3233,14.0798
002626.SZ,"76,344,122.1798",3.7300,"71,619,661.0000",13.0000,15.2643
002627.SZ,"176,547,993.7342",1.2000,"159,296,310.4000",4.6033,5.1084
002628.SZ,"321,515,189.1609",0.8000,"265,475,428.0000",2.5700,3.0043
002629.SZ,"344,554,462.1233",1.3200,"379,999,916.0000",2.8067,3.5395
002630.SZ,"517,118,670.3739",0.7900,"542,076,715.8000",2.0567,2.3330
002631.SZ,"133,265,087.2341",1.5400,"239,480,756.8000",4.3033,5.3088
002632.SZ,"277,942,618.5730",1.9700,"411,876,883.4000",5.9800,7.1004
002633.SZ,"84,279,928.0275",3.3900,"64,446,920.4000",6.7900,9.1134
002634.SZ,"77,226,622.9675",1.6700,"97,040,209.2000",4.9867,6.2239
002635.SZ,"233,920,599.2986",2.9700,"278,895,457.2000",12.3667,13.3987
002636.SZ,"157,176,434.8346",2.4700,"116,781,673.6000",6.0667,7.7324
002637.SZ,"71,150,797.1866",2.4400,"57,470,685.2000",7.9867,9.4969
002638.SZ,"522,635,734.2443",1.0800,"325,266,031.8000",1.9833,2.4472
002639.SZ,"262,473,061.1746",2.4100,"265,680,853.0000",6.5867,7.2628
002640.SZ,"1,004,237,010.2664",0.8900,"2,088,982,586.6000",2.7000,3.3631
002641.SZ,"589,836,574.6212",1.4300,"518,890,994.2000",4.6000,5.0168
002642.SZ,"523,981,885.2500",2.4700,"1,013,166,985.8000",5.7300,7.1386
002643.SZ,"119,087,780.3196",3.8100,"99,072,151.0000",13.8700,15.3607
002644.SZ,"110,673,318.8141",2.1700,"100,608,232.0000",7.1267,8.8094
002645.SZ,"168,139,392.7509",2.7700,"141,805,712.8000",7.7467,9.5172
002646.SZ,"94,418,347.3152",2.8200,"80,644,205.0000",10.7033,12.5307
002647.SZ,"498,082,763.6176",2.2000,"532,250,895.6000",4.4967,5.5783
002648.SZ,"326,737,261.5274",3.8600,"349,606,504.2000",15.3100,15.4153
002649.SZ,"369,728,033.9609",3.5600,"274,707,520.6000",9.5967,10.9974
002650.SZ,"233,254,150.9779",1.3000,"173,515,851.4000",2.9367,3.6284
002651.SZ,"160,341,466.8295",1.7500,"171,703,921.8000",5.2600,6.2565
002652.SZ,"521,661,643.7672",1.0300,"503,626,706.8000",2.1700,2.7453
002653.SZ,"70,268,638.1868",6.8900,"78,788,625.4000",23.0233,23.6885
002654.SZ,"983,149,095.9597",4.5300,"1,501,190,450.2000",9.9467,11.1578
002655.SZ,"113,523,680.6450",3.0800,"221,501,006.8000",9.1367,11.0178
002656.SZ,"89,984,173.4167",0.4700,"82,967,701.4000",1.4700,1.6907
002657.SZ,"480,665,201.5633",7.1900,"558,248,084.8000",14.3633,16.2142
002658.SZ,"128,235,119.0989",2.0400,"181,962,992.6000",5.9167,7.1554
002659.SZ,"437,055,488.6708",1.5400,"416,434,670.0000",3.6700,4.1281
002660.SZ,"218,619,925.1622",2.6800,"357,477,981.0000",7.2900,8.8598
002661.SZ,"86,516,123.2222",1.9700,"65,089,494.8000",7.5067,8.7626
002662.SZ,"495,823,586.6743",0.8400,"513,294,508.8000",2.8067,3.2500
002663.SZ,"467,040,975.2733",0.3600,"572,818,111.4000",1.5433,1.7422
002664.SZ,"131,501,229.1415",4.9900,"163,164,941.2000",12.5667,14.6378
002665.SZ,"954,272,230.5957",0.8600,"815,860,983.6000",2.0833,2.4673
002666.SZ,"159,611,901.6229",1.1900,"268,571,909.6000",3.8933,4.5928
002667.SZ,"129,233,333.5805",3.5900,"160,388,004.4000",7.4167,10.0658
002668.SZ,"288,287,800.9461",2.1000,"203,750,852.6000",6.2800,6.7408
002669.SZ,"153,437,717.3230",4.4800,"110,778,820.4000",9.3033,10.8348
002670.SZ,"927,573,786.2856",2.4500,"837,314,237.6000",9.6167,9.8475
002671.SZ,"339,669,667.2555",1.4900,"640,848,736.0000",3.7867,4.6941
002672.SZ,"142,567,713.1371",0.9300,"102,237,298.0000",4.2667,4.9442
002673.SZ,"2,452,759,540.4906",2.9100,"941,147,255.2000",7.2533,6.8944
002674.SZ,"53,692,893.5377",2.8300,"56,339,527.0000",10.0833,11.2507
002675.SZ,"144,811,192.4207",3.6100,"211,637,035.6000",14.2367,15.8302
002676.SZ,"249,451,088.5067",1.1300,"396,676,771.0000",3.5133,4.1501
002677.SZ,"76,463,127.1099",2.1600,"60,877,777.2000",8.8833,9.7282
002678.SZ,"138,977,124.0969",1.7500,"131,447,345.0000",4.4033,5.0876
002679.SZ,"96,666,418.3226",3.7800,"82,998,157.0000",8.6100,10.8144
002681.SZ,"445,763,869.4854",1.5300,"772,256,439.0000",4.3233,4.7115
002682.SZ,"788,754,215.2758",2.1100,"1,631,612,981.4000",4.2333,5.5349
002683.SZ,"129,042,096.9751",5.7000,"107,460,063.0000",17.3000,19.6219
002685.SZ,"382,290,845.1562",1.6100,"645,738,502.8000",3.0000,3.3841
002686.SZ,"186,943,363.6066",1.5900,"152,268,916.0000",4.6200,5.6729
002687.SZ,"267,004,420.2200",1.4500,"212,430,348.8000",4.6500,5.0486
002688.SZ,"211,932,592.8877",1.0600,"155,798,514.0000",3.5100,4.2651
002689.SZ,"672,915,252.1564",1.2100,"378,390,068.6000",3.3433,3.9160
002690.SZ,"111,967,713.1840",4.8000,"82,546,342.0000",18.2300,19.1660
002691.SZ,"103,301,391.2843",2.5200,"211,294,950.8000",5.2933,6.3976
002692.SZ,"164,663,787.5927",1.2400,"324,456,600.8000",3.3533,3.8524
002693.SZ,"271,839,752.7222",2.3600,"453,534,645.6000",5.0933,6.3817
002694.SZ,"92,388,653.1034",1.7500,"92,303,062.8000",5.2533,5.8634
002695.SZ,"76,954,704.0279",1.8600,"75,649,058.8000",7.9767,9.5386
002696.SZ,"169,106,505.7900",2.1500,"181,218,544.4000",4.4833,5.6881
002697.SZ,"321,373,215.7079",0.7700,"396,917,289.0000",4.5067,4.9099
002698.SZ,"169,378,204.2244",4.1300,"186,555,745.6000",13.0067,14.1299
002699.SZ,"686,104,792.8087",0.3600,"631,333,125.2000",1.1500,1.4437
002700.SZ,"23,063,576.0790",0.6400,"35,461,633.8000",4.6700,4.7312
002701.SZ,"403,951,749.8197",0.8000,"365,326,394.6000",4.0700,4.2180
002702.SZ,"239,766,302.4896",1.6200,"380,449,080.4000",4.0967,5.1800
002703.SZ,"568,313,968.4229",4.3800,"657,190,978.2000",12.3633,13.6578
002705.SZ,"131,695,463.6336",3.9300,"112,511,889.0000",13.3767,14.7905
002706.SZ,"279,373,465.1937",1.9200,"230,832,337.4000",7.1867,8.4468
002707.SZ,"254,573,803.8712",1.5900,"333,238,224.4000",5.8667,6.7339
002708.SZ,"651,325,317.2111",3.7500,"847,540,569.0000",7.4967,7.8798
002709.SZ,"394,287,449.9685",5.2300,"446,335,269.0000",19.3367,23.4928
002712.SZ,"547,484,855.3413",2.1300,"800,705,876.0000",4.1833,5.1651
002713.SZ,"219,665,871.0693",2.3200,"165,107,910.4000",6.4467,6.8900
002714.SZ,"291,786,375.6194",5.0200,"450,609,116.2000",37.3300,38.5747
002715.SZ,"68,777,864.8317",5.2500,"37,129,889.6000",9.7967,13.0583
002716.SZ,"273,302,282.3984",0.5000,"352,923,760.4000",2.3700,2.6264
002717.SZ,"725,997,478.4496",0.7200,"797,883,377.0000",2.2267,2.7369
002718.SZ,"44,580,450.9544",5.2500,"30,539,872.4000",11.2333,14.3724
002719.SZ,"187,980,882.0688",3.3300,"190,438,608.2000",6.8867,9.2706
002721.SZ,"74,576,261.8916",0.5400,"95,103,385.8000",2.4567,2.7959
002722.SZ,"77,633,981.3246",3.4800,"78,875,638.4000",11.1267,13.2681
002723.SZ,"204,248,122.5007",4.0600,"168,072,587.4000",7.0233,9.0560
002724.SZ,"211,904,682.2068",1.7400,"126,396,759.6000",5.5100,6.9166
002725.SZ,"174,384,126.7345",3.6600,"295,503,600.2000",7.9367,9.5782
002726.SZ,"213,356,765.3551",2.0800,"205,465,457.6000",7.1533,7.5110
002727.SZ,"133,009,835.9357",3.5800,"168,201,136.2000",18.9267,21.2905
002728.SZ,"318,864,313.1869",4.5400,"630,748,021.4000",14.2600,16.4598
002729.SZ,"107,211,764.0714",6.2600,"157,902,290.4000",13.8433,17.6860
002730.SZ,"158,513,200.4917",2.6000,"105,163,730.6000",6.7867,8.1595
002731.SZ,"141,072,915.3319",2.3800,"135,971,681.8000",9.3467,10.4495
002732.SZ,"59,868,494.7280",3.6900,"53,127,171.4000",16.6933,18.7214
002733.SZ,"80,573,141.3264",3.8500,"98,494,253.0000",12.1967,13.8333
002734.SZ,"82,640,927.0127",1.6700,"63,115,963.8000",6.0167,7.3018
002735.SZ,"146,550,042.0704",3.4900,"142,777,559.6000",8.7467,10.9684
002736.SZ,"438,328,562.1323",1.3100,"447,048,603.0000",8.2567,8.7145
002737.SZ,"95,842,556.8760",5.7100,"151,540,537.8000",25.2000,25.4038
002738.SZ,"339,465,990.7212",10.9500,"436,838,103.8000",33.8700,36.8494
002739.SZ,"415,899,575.6829",2.6000,"409,544,898.2000",11.3900,12.2062
002741.SZ,"63,637,222.2609",3.6900,"68,916,560.2000",11.2933,13.2119
002742.SZ,"63,674,291.2378",0.6500,"83,101,298.0000",2.9867,3.3049
002743.SZ,"252,820,527.6472",1.4300,"151,126,558.8000",4.1167,5.0891
002745.SZ,"287,773,925.1907",2.0200,"285,393,459.8000",7.0367,8.0409
002746.SZ,"192,104,476.7748",1.6000,"185,908,075.2000",6.1933,6.8437
002747.SZ,"442,700,475.3840",6.4700,"302,756,594.4000",15.5100,17.7013
002748.SZ,"112,797,979.8850",2.9900,"152,771,483.2000",6.9633,8.8343
002749.SZ,"61,517,240.0255",5.3300,"66,873,668.2000",14.6367,13.0644
002750.SZ,"320,268,175.4129",3.2400,"348,992,441.0000",6.5600,8.6627
002752.SZ,"181,839,575.0000",1.2700,"175,748,121.6000",4.3200,4.8442
002753.SZ,"139,168,102.7891",1.8900,"102,525,730.8000",5.6100,6.8494
002755.SZ,"104,437,932.3660",3.4500,"125,724,812.6000",8.4800,9.4194
002756.SZ,"163,860,630.9355",16.1600,"234,618,850.2000",50.1167,51.0554
002757.SZ,"182,698,810.6954",5.0500,"216,368,616.6000",13.0333,14.2383
002758.SZ,"81,710,867.2196",1.6900,"91,708,722.6000",9.4633,10.2758
002759.SZ,"102,343,930.0779",2.7500,"82,920,031.0000",7.9733,9.8433
002760.SZ,"30,171,380.9451",6.5200,"32,146,627.8000",14.5433,19.0812
002761.SZ,"425,217,171.4529",2.5000,"392,943,424.6000",8.8833,10.5415
002762.SZ,"179,354,243.0086",2.3900,"247,079,755.8000",6.6133,7.9454
002763.SZ,"113,272,964.7517",1.7800,"101,411,383.8000",6.9633,7.7716
002765.SZ,"317,429,829.5126",1.7900,"459,994,638.0000",4.4500,5.7592
002766.SZ,"328,112,394.8822",1.9100,"420,624,126.0000",3.9667,4.8766
002767.SZ,"158,414,780.1322",4.8400,"176,219,918.0000",11.3767,13.7880
002768.SZ,"40,394,941.7663",4.5900,"42,425,154.4000",18.7433,20.3104
002769.SZ,"142,366,156.8961",2.6900,"109,625,101.2000",5.4933,7.2579
002771.SZ,"391,618,021.8178",9.7700,"747,696,265.2000",19.3667,21.6382
002772.SZ,"103,936,527.2292",1.7600,"101,492,792.4000",6.5167,7.5826
002773.SZ,"100,850,193.1987",4.2700,"168,008,902.4000",15.9267,17.0830
002774.SZ,"159,983,687.1894",2.2600,"91,671,773.2000",5.8767,7.1773
002775.SZ,"323,997,874.3498",1.4200,"169,492,282.8000",2.6267,3.4022
002777.SZ,"193,752,030.6068",7.5400,"249,982,073.8000",19.0800,22.8214
002778.SZ,"66,747,383.9082",5.3900,"57,397,564.4000",10.0433,12.5883
002779.SZ,"51,255,305.2010",14.9400,"35,498,132.2000",29.2067,26.9158
002780.SZ,"101,978,260.6846",3.1400,"137,971,847.6000",10.5733,11.7604
002782.SZ,"137,032,299.0168",3.9900,"293,001,417.0000",10.4233,12.1982
002783.SZ,"183,561,659.3265",2.6600,"372,698,042.8000",7.9100,9.1046
002785.SZ,"60,948,794.6470",3.7900,"77,531,484.4000",26.0233,26.1320
002786.SZ,"853,948,266.8634",6.1800,"1,549,367,454.8000",11.1300,11.5899
002787.SZ,"168,343,436.2391",2.9800,"149,564,848.4000",5.9133,7.6462
002788.SZ,"104,826,869.4112",2.0100,"110,117,244.4000",7.3067,8.4063
002789.SZ,"95,681,759.3992",5.6400,"48,681,322.6000",9.5333,12.4276
002790.SZ,"79,800,001.3000",3.3800,"73,151,694.8000",9.0267,10.1845
002791.SZ,"63,903,001.6790",9.0800,"62,835,727.8000",35.4967,41.8202
002792.SZ,"250,427,768.2580",6.6300,"366,650,635.0000",13.5900,15.2807
002793.SZ,"217,213,875.0659",1.1600,"271,426,992.2000",4.0767,4.9319
002795.SZ,"397,748,059.4017",2.4100,"263,013,992.4000",4.4500,6.4281
002796.SZ,"155,157,406.1010",4.4800,"289,555,340.4000",7.9967,10.0833
002797.SZ,"941,699,971.6737",1.0500,"872,306,990.2000",5.4533,5.7117
002798.SZ,"194,527,686.4476",2.0700,"118,946,251.0000",4.1667,5.5394
002799.SZ,"119,297,605.5408",2.6100,"195,854,813.2000",7.2867,9.4050
002800.SZ,"24,161,887.1250",3.8600,"23,724,488.0000",12.8233,15.3272
002801.SZ,"21,462,653.6734",5.6800,"20,780,393.0000",19.2200,20.4142
002802.SZ,"62,352,012.2668",3.6000,"76,062,075.8000",8.3467,10.7480
002803.SZ,"243,919,264.0137",5.2000,"257,042,833.6000",14.9700,17.7928
002805.SZ,"118,494,535.6309",3.7500,"179,976,094.6000",10.8400,14.1987
002806.SZ,"136,710,944.9473",3.9300,"194,799,130.2000",7.7667,10.4848
002807.SZ,"511,112,943.6427",0.4500,"403,295,011.6000",3.7200,3.6890
002808.SZ,"99,271,952.9676",1.0100,"81,425,357.4000",3.3233,4.5698
002809.SZ,"73,167,206.3333",2.5300,"72,619,918.0000",7.5900,9.3065
002810.SZ,"64,121,096.1252",5.7300,"85,189,626.2000",15.5667,17.3988
002811.SZ,"112,831,998.2166",3.5400,"62,954,005.6000",6.2533,7.9921
002812.SZ,"222,285,645.1536",10.5700,"330,441,933.8000",43.4733,54.0339
002813.SZ,"29,736,099.7038",9.5800,"49,022,426.4000",26.2367,30.7818
002815.SZ,"190,656,037.7474",2.4600,"195,488,263.4000",7.8767,9.1097
002816.SZ,"9,202,989.5544",2.7900,"11,245,278.4000",9.7667,10.8896
002817.SZ,"133,172,776.4743",2.0000,"91,154,598.8000",6.0967,7.5203
002818.SZ,"55,313,562.2521",1.7700,"50,371,259.8000",12.5000,12.9235
002819.SZ,"156,779,592.6658",9.8600,"145,718,864.6000",24.7733,25.9635
002820.SZ,"169,036,668.8298",2.4300,"164,407,468.2000",8.1433,9.7608
002821.SZ,"86,230,393.2291",25.8400,"90,341,664.6000",96.2867,112.3235
002822.SZ,"344,173,650.0984",1.5200,"392,500,942.8000",2.7733,3.6195
002823.SZ,"109,190,986.2718",3.3800,"125,201,056.6000",8.7433,10.5737
002824.SZ,"71,552,394.7691",4.6500,"93,553,446.4000",13.5533,17.0746
002825.SZ,"114,840,793.7185",2.2800,"129,659,867.4000",6.2400,7.7008
002826.SZ,"145,824,927.2615",3.4300,"125,931,727.2000",7.5333,9.8847
002827.SZ,"98,642,149.6197",5.4800,"197,941,851.8000",13.2333,14.7930
002828.SZ,"183,957,637.0037",2.5900,"387,531,627.2000",7.7100,9.3884
002829.SZ,"95,207,689.3508",7.0700,"76,566,105.8000",17.2933,23.1864
002830.SZ,"67,735,367.0087",5.0400,"47,738,064.0000",9.9400,12.4984
002831.SZ,"71,191,902.7781",6.6900,"55,058,035.2000",26.1000,25.8338
002832.SZ,"56,583,168.6986",6.9600,"44,340,144.0000",30.9967,31.5822
002833.SZ,"62,322,646.3933",4.5000,"65,300,436.0000",17.5967,17.8732
002835.SZ,"130,721,152.1400",5.3500,"92,638,094.6000",12.9133,15.2122
002836.SZ,"104,136,850.6537",2.9900,"66,337,641.8000",5.7300,7.4151
002837.SZ,"178,342,665.0070",10.1900,"157,680,440.4000",23.4233,25.1072
002838.SZ,"68,752,361.6882",3.0800,"54,360,225.8000",9.8100,11.7191
002839.SZ,"499,741,269.7469",0.5200,"433,508,454.4000",3.9900,4.0605
002840.SZ,"125,091,272.3235",3.2300,"142,803,573.8000",17.9967,18.0103
002841.SZ,"58,558,779.4977",8.9700,"58,917,920.2000",36.8233,42.2757
002842.SZ,"171,791,709.5427",2.6100,"90,209,031.2000",5.3967,7.2093
002843.SZ,"58,914,392.3031",8.7600,"116,439,616.4000",18.5300,21.3609
002845.SZ,"153,964,040.1010",4.6600,"316,599,876.6000",12.9333,15.2420
002846.SZ,"142,182,147.7285",2.8700,"122,711,481.2000",6.9000,9.0767
002847.SZ,"17,142,981.6007",14.8300,"23,267,006.4000",67.3567,71.2281
002848.SZ,"178,761,289.7680",3.6100,"220,966,815.8000",7.5567,10.0367
002849.SZ,"96,236,691.9853",5.9900,"159,698,044.0000",13.2033,16.1639
002850.SZ,"72,896,026.4616",17.8800,"55,967,501.6000",67.6000,81.6902
002851.SZ,"70,179,335.6707",6.6300,"68,606,408.6000",22.1467,24.3297
002852.SZ,"113,382,427.1192",2.2000,"96,305,518.2000",7.8200,9.6583
002853.SZ,"99,639,651.4502",3.7100,"72,220,688.0000",8.7000,11.9429
002855.SZ,"264,632,115.6024",12.7600,"536,153,328.6000",27.0400,29.4612
002856.SZ,"167,644,688.6928",3.8500,"170,850,729.4000",7.5700,10.4933
002857.SZ,"52,472,960.3112",5.4200,"30,378,819.8000",10.3567,14.3093
002858.SZ,"217,477,075.2722",5.2800,"252,895,586.6000",11.5700,15.0725
002859.SZ,"84,298,250.5918",6.9100,"73,557,712.0000",20.8500,23.4507
002860.SZ,"104,932,192.9467",3.3400,"86,659,091.0000",9.0933,11.1851
002861.SZ,"165,405,818.9652",4.0200,"202,574,647.4000",8.3300,11.0697
002862.SZ,"153,609,136.6526",6.5800,"202,946,304.6000",11.7400,15.2775
002863.SZ,"281,836,679.6176",1.6300,"265,809,355.4000",4.2800,5.3051
002864.SZ,"67,094,854.1472",10.3300,"78,989,714.4000",28.2100,34.1101
002865.SZ,"152,412,632.9246",20.5200,"206,505,612.8000",62.9767,75.8624
002866.SZ,"117,902,896.4544",5.7100,"155,591,061.4000",14.0800,18.1123
002867.SZ,"128,900,454.1924",4.1100,"128,490,355.8000",17.6900,16.7252
002868.SZ,"62,987,732.1986",6.8700,"49,423,759.0000",17.5633,21.1559
002869.SZ,"115,778,574.0408",5.8900,"226,022,528.8000",14.5300,17.8129
002870.SZ,"46,153,945.5671",9.8700,"66,560,563.2000",27.5500,31.3425
002871.SZ,"85,539,555.4742",3.1600,"47,655,398.6000",7.7100,9.7909
002872.SZ,"37,995,788.1659",0.9200,"40,924,150.8000",4.5133,4.9059
002873.SZ,"74,202,117.7080",2.0700,"66,808,273.6000",8.9467,10.9298
002875.SZ,"74,666,218.7686",7.4100,"148,938,259.2000",12.0500,13.3841
002876.SZ,"64,563,174.0536",8.0300,"96,739,310.0000",22.2500,28.0595
002877.SZ,"229,391,471.2585",3.6300,"185,198,679.2000",7.8000,9.0350
002878.SZ,"143,445,104.0109",5.9600,"223,490,167.4000",12.6667,15.4487
002879.SZ,"63,317,268.4075",3.8900,"43,238,825.0000",12.0033,14.1367
002880.SZ,"29,370,373.1239",7.4500,"23,722,077.4000",26.6300,31.1954
002881.SZ,"66,225,974.5335",7.2500,"94,751,713.4000",20.4667,23.9753
002882.SZ,"316,070,155.7500",6.9300,"392,350,229.6000",14.4033,14.9613
002883.SZ,"249,077,098.6730",6.2500,"119,704,679.2000",10.4600,11.3419
002884.SZ,"36,899,759.1605",2.9500,"31,960,773.2000",17.6433,17.2835
002885.SZ,"132,680,266.7689",5.0000,"278,258,111.8000",12.2700,15.5704
002886.SZ,"128,043,670.7472",7.2200,"170,448,346.4000",14.3533,17.0087
002887.SZ,"68,954,119.7173",2.0100,"90,232,117.4000",6.3733,7.7020
002888.SZ,"158,189,619.6337",7.8600,"261,592,434.2000",14.4233,17.2971
002889.SZ,"80,432,235.9227",11.9300,"155,615,976.0000",20.6767,22.9574
002890.SZ,"41,606,519.0454",3.9900,"58,859,661.8000",10.7667,13.1660
002891.SZ,"70,623,414.5252",5.1200,"64,699,388.8000",22.9567,23.8931
002892.SZ,"458,370,959.7598",5.3500,"672,335,624.4000",12.3333,13.8922
002893.SZ,"190,814,374.7353",3.5800,"226,343,146.6000",8.7400,10.0919
002895.SZ,"75,352,981.3233",4.3100,"92,748,406.4000",15.9700,17.5752
002896.SZ,"152,285,981.4534",12.4400,"161,677,955.8000",29.4700,33.0482
002897.SZ,"88,123,797.3606",9.5800,"120,047,696.0000",30.9733,33.9106
002898.SZ,"171,319,500.1373",3.6300,"163,713,327.6000",9.6933,11.9189
002899.SZ,"114,474,507.0248",4.3700,"68,957,923.2000",11.3967,14.1057
002900.SZ,"91,990,867.3146",3.7900,"72,647,525.0000",8.9033,11.5758
002901.SZ,"37,096,397.3409",9.1300,"40,898,281.2000",28.3667,33.1310
002902.SZ,"299,540,301.0184",10.8500,"322,720,265.4000",21.7233,22.5351
002903.SZ,"139,867,479.0746",7.9800,"175,160,610.4000",17.2033,20.0193
002905.SZ,"170,849,269.8240",2.6800,"154,303,794.0000",7.7467,9.3376
002906.SZ,"166,357,208.8869",7.7000,"189,098,432.6000",23.2633,28.2503
002907.SZ,"84,491,698.9140",5.1600,"138,124,100.0000",12.8033,14.5183
002908.SZ,"149,433,006.6061",3.6500,"299,138,267.2000",9.1900,11.3123
002909.SZ,"187,983,371.8312",1.8200,"146,559,294.8000",5.2167,6.6149
002910.SZ,"93,862,832.2328",3.2500,"65,383,003.4000",7.3867,9.4208
002911.SZ,"71,842,172.2256",1.9900,"58,494,737.2000",11.7833,11.9768
002912.SZ,"115,596,580.0753",10.9800,"79,896,390.4000",23.8400,27.7189
002913.SZ,"96,829,621.8052",10.3500,"77,335,871.4000",24.8767,27.9170
002915.SZ,"285,176,702.3097",6.6600,"356,851,134.0000",12.7200,14.2584
002916.SZ,"94,452,788.3625",24.6100,"60,375,681.8000",62.7900,66.9035
002917.SZ,"142,851,682.3593",2.4500,"148,035,569.4000",7.2200,8.7128
002918.SZ,"88,672,289.8767",2.9700,"98,054,579.2000",10.9700,13.1021
002919.SZ,"84,923,185.2841",8.4100,"81,618,630.0000",22.1267,26.1406
002920.SZ,"101,212,402.4080",32.3200,"91,425,310.4000",95.9333,111.9400
002921.SZ,"102,719,772.1267",4.9200,"104,030,777.2000",10.7400,13.8998
002922.SZ,"146,494,803.6747",3.4200,"185,862,344.2000",11.8200,13.4350
002923.SZ,"63,780,011.3111",3.0500,"54,883,999.0000",8.6000,10.9569
002925.SZ,"93,722,835.4312",4.2200,"94,558,965.0000",15.1733,16.9152
002926.SZ,"400,145,478.3939",1.5000,"345,813,735.0000",7.4900,7.8517
002927.SZ,"149,835,648.8901",4.3500,"181,027,495.2000",10.2633,12.8671
002928.SZ,"296,908,766.3123",1.4500,"313,158,611.4000",5.4367,6.5337
002929.SZ,"167,292,781.2327",17.3400,"263,552,358.6000",34.8167,38.3125
002930.SZ,"38,485,566.1614",4.7600,"25,781,525.4000",15.9767,18.4878
002931.SZ,"227,173,559.8112",3.7700,"283,126,776.0000",13.8833,13.3747
