,tapi,atr,vma,cdp,expma
600246.SH,"502,202,861.3497",2.9900,"733,412,579.4000",5.7767,6.0968
600248.SH,"474,265,169.2118",0.6900,"433,067,241.8000",3.8700,4.1349
600249.SH,"247,051,522.1505",1.4000,"408,684,665.0000",4.4633,5.1391
600250.SH,"315,313,748.9519",3.4600,"436,847,760.0000",7.5300,8.6500
600251.SH,"162,701,113.7280",1.5800,"147,067,027.2000",7.5600,8.3882
600252.SH,"615,869,121.8341",0.4700,"616,680,885.0000",2.1867,2.4118
600255.SH,"353,929,172.5146",0.4800,"583,510,437.6000",1.6300,1.9127
600256.SH,"1,559,131,177.0360",1.8000,"1,548,760,741.4000",7.2300,7.3205
600257.SH,"381,388,245.8918",1.5100,"690,861,007.8000",4.7800,5.8393
600258.SH,"207,777,584.6204",2.7500,"199,580,934.6000",14.8167,15.8133
600259.SH,"83,684,997.6311",8.1900,"73,150,891.2000",27.8333,31.6217
600261.SH,"241,519,182.5939",0.6600,"238,016,837.6000",2.7433,3.1416
600262.SH,"57,188,879.2903",4.3100,"49,547,158.8000",14.4900,17.0920
600265.SH,"4,873,984.4900",2.7400,"5,324,849.4000",15.9567,17.0517
600266.SH,"1,130,797,734.8131",1.0300,"938,612,148.8000",4.0567,4.8040
600267.SH,"238,255,788.8060",1.9800,"308,321,597.8000",7.6267,8.9289
600268.SH,"228,375,679.2000",1.6700,"213,766,917.6000",5.8733,6.5607
600269.SH,"392,343,442.5390",0.8300,"374,059,877.2000",4.3000,4.2187
600271.SH,"290,323,522.8293",2.6100,"255,951,877.2000",9.4333,10.4410
600272.SH,"340,528,625.4902",3.3300,"239,172,892.0000",9.4133,10.8674
600273.SH,"257,331,348.5820",1.1100,"245,112,864.4000",7.7467,8.1904
600276.SH,"452,222,067.1435",8.0800,"512,043,677.2000",40.5800,42.9794
600277.SH,"546,372,969.0476",0.6500,"517,519,752.6000",2.3367,2.6031
600278.SH,"175,367,957.3090",1.7500,"181,262,166.4000",5.8767,6.6115
600279.SH,"218,321,793.0693",0.9000,"159,955,320.0000",3.8600,4.2180
600280.SH,"441,730,521.9512",1.4000,"943,996,602.8000",3.0467,3.5147
600281.SH,"251,904,901.9802",1.5200,"195,003,186.4000",2.9867,3.8245
600282.SH,"850,121,148.7059",0.7400,"859,872,941.2000",4.0367,3.8811
600283.SH,"62,341,440.6055",2.3900,"88,790,628.8000",10.6733,12.1559
600284.SH,"635,909,754.7231",2.0400,"401,999,094.2000",6.2000,6.4764
600285.SH,"143,518,869.1733",3.7300,"158,679,481.4000",18.8367,17.8991
600287.SH,"301,332,700.6536",1.8400,"352,793,854.0000",4.3700,5.3632
600288.SH,"369,319,936.1702",3.4900,"394,241,333.0000",8.1133,10.0235
600289.SH,"94,202,623.8095",0.5100,"61,864,551.2000",1.4533,1.9941
600292.SH,"186,848,709.3069",1.3600,"165,767,195.4000",4.8567,5.6272
600293.SH,"274,274,157.9861",0.7400,"379,087,055.4000",2.7400,3.0826
600295.SH,"179,213,466.6032",1.3400,"153,052,139.8000",10.3900,10.0186
600297.SH,"1,297,201,869.2308",0.3700,"1,306,377,955.0000",1.4900,1.6961
600298.SH,"113,979,853.4145",7.5200,"91,250,189.2000",32.6533,33.8745
600299.SH,"120,228,140.6467",2.3900,"85,965,177.2000",7.9833,8.0921
600300.SH,"411,972,506.0714",0.7000,"357,566,791.2000",2.6933,2.9603
600301.SH,"116,989,656.7063",3.6000,"92,505,474.6000",10.9067,12.5518
600302.SH,"285,262,369.3520",3.2100,"264,325,337.8000",4.8467,5.4185
600303.SH,"151,727,741.2903",0.6000,"150,532,560.8000",3.0367,3.7890
600305.SH,"116,275,872.3854",1.6100,"105,609,619.0000",8.2200,8.9754
600306.SH,"41,345,482.7664",3.1100,"33,226,881.6000",9.5900,10.0108
600307.SH,"648,861,897.1429",0.2300,"546,816,264.2000",1.3700,1.4676
600308.SH,"159,330,489.6025",0.5900,"185,272,104.6000",3.1267,3.4135
600309.SH,"240,241,997.5110",12.8000,"217,401,444.8000",75.3233,79.2208
600310.SH,"413,298,061.1765",0.9100,"620,690,954.2000",3.2033,3.5637
600312.SH,"308,956,222.8020",3.2500,"276,035,699.0000",12.9467,12.6329
600313.SH,"395,027,602.0356",2.3800,"294,615,416.0000",7.1467,7.5939
600315.SH,"100,419,775.5008",4.2300,"78,545,162.4000",18.3067,21.0687
600316.SH,"115,183,348.2092",4.9300,"114,165,015.4000",16.3067,18.8158
600318.SH,"1,345,703,578.4635",2.1400,"974,788,237.4000",7.4600,7.2476
600319.SH,"140,681,116.1616",1.5300,"193,038,177.2000",3.7500,4.6818
600320.SH,"584,982,262.4242",0.5800,"403,416,558.0000",3.1667,3.3278
600321.SH,"838,737,218.5185",0.5700,"542,446,530.2000",1.2300,1.5561
600322.SH,"626,423,467.0330",0.4800,"1,055,060,830.0000",1.7633,2.1079
600323.SH,"102,716,119.4151",2.6000,"76,617,397.4000",15.6567,16.5959
600325.SH,"552,641,801.8006",1.4800,"522,312,325.0000",7.0000,7.5822
600326.SH,"676,149,350.6812",1.3600,"935,012,945.8000",3.4433,4.4122
600327.SH,"273,092,641.8093",1.0900,"544,467,986.8000",3.9267,4.5405
600328.SH,"252,475,938.9961",1.5400,"223,032,645.0000",7.3833,7.9600
600329.SH,"119,854,284.9283",7.4300,"156,578,577.6000",28.0733,31.4315
600330.SH,"410,358,487.4499",2.2200,"361,768,696.6000",6.9433,8.0239
600331.SH,"625,174,092.6391",1.5800,"821,844,616.2000",5.1033,4.9662
600332.SH,"125,234,258.9588",3.3600,"124,297,814.2000",28.6467,29.2949
600333.SH,"173,192,148.8944",1.2100,"237,341,400.2000",3.9600,4.6444
600335.SH,"364,128,050.5852",2.4400,"610,740,054.2000",7.1900,7.9736
600336.SH,"202,232,030.3688",1.2300,"296,776,777.0000",4.3333,5.1168
600337.SH,"278,981,996.3710",0.5500,"303,149,431.4000",2.3233,2.6023
600338.SH,"440,643,235.7581",4.2700,"387,164,720.4000",10.0333,11.8934
600339.SH,"987,110,901.2422",0.6400,"775,016,751.8000",3.0400,3.2589
600340.SH,"1,172,424,605.4054",0.4700,"1,010,537,388.4000",1.4100,1.6963
600343.SH,"132,331,364.5757",2.2900,"144,443,178.0000",7.6000,8.9879
600345.SH,"248,101,798.3717",7.8300,"101,977,486.0000",19.6967,19.6103
600346.SH,"290,527,071.8775",1.8700,"266,173,996.8000",12.2733,13.1239
600348.SH,"958,203,344.3676",1.8500,"905,990,221.0000",10.0233,9.5948
600350.SH,"278,835,995.3602",0.9400,"242,719,389.8000",8.0433,7.4537
600351.SH,"567,286,983.3603",1.7900,"479,059,278.4000",5.9533,6.7139
600352.SH,"355,462,246.1449",1.9700,"222,446,676.8000",8.2967,8.4875
600353.SH,"173,727,800.7895",2.2200,"287,503,053.2000",6.8733,7.8023
600354.SH,"360,765,696.6777",1.4000,"260,765,831.4000",5.6600,6.0897
600355.SH,"981,505,853.3007",2.6700,"1,375,584,770.6000",3.6733,4.2975
600356.SH,"85,561,831.8885",1.7300,"77,139,177.0000",6.1633,7.1522
600358.SH,"384,231,170.7895",1.5400,"472,202,989.0000",3.5533,4.4593
600359.SH,"140,887,727.6692",1.5000,"86,193,143.4000",6.2167,7.0355
600360.SH,"310,717,102.5118",2.0700,"590,357,849.2000",5.8333,6.5740
600361.SH,"292,479,077.6961",1.2300,"176,792,966.0000",3.9967,4.5667
600362.SH,"346,357,177.6927",3.4200,"250,687,732.2000",18.9500,18.6650
600363.SH,"106,690,078.8718",8.4300,"129,382,297.0000",26.8733,30.4700
600365.SH,"83,834,608.6093",0.6800,"138,658,626.0000",2.9067,3.4148
600366.SH,"219,407,000.1634",1.9500,"235,136,468.0000",5.7233,6.7161
600367.SH,"72,582,004.5590",3.3600,"81,033,130.6000",9.4633,11.4468
600368.SH,"468,649,262.9921",0.6800,"381,361,566.4000",3.7033,3.8946
600369.SH,"1,331,241,521.7593",1.0200,"983,460,944.0000",4.0133,4.0870
600370.SH,"199,259,753.5000",0.5700,"186,745,007.6000",1.8767,2.2456
600371.SH,"99,454,550.3808",2.6600,"59,066,782.2000",8.5367,10.0319
600372.SH,"511,160,425.7384",2.1700,"454,896,143.2000",11.2133,12.5150
600373.SH,"398,030,067.8595",3.0800,"424,542,432.8000",14.4033,14.1368
600375.SH,"445,144,548.7136",3.7200,"348,846,758.0000",5.0233,5.6912
600376.SH,"367,248,147.6534",0.5700,"401,875,508.2000",2.6867,3.1564
600377.SH,"204,268,269.9585",1.4100,"171,672,633.0000",11.9533,10.9995
600378.SH,"58,423,077.2647",10.4900,"41,095,097.4000",30.5033,31.4322
600379.SH,"115,338,883.9306",2.8700,"82,909,413.8000",7.9067,9.0883
600380.SH,"215,809,618.9570",2.7700,"205,826,553.6000",11.4167,11.9112
600381.SH,"135,289,581.2183",1.8200,"121,091,102.6000",5.6100,6.9243
600382.SH,"136,067,442.6799",0.7200,"112,235,401.2000",3.9233,4.3093
600383.SH,"1,596,515,436.4269",0.9200,"1,996,193,082.4000",4.0967,4.8174
600386.SH,"385,506,209.3374",1.4100,"450,957,608.0000",3.1467,3.8136
600387.SH,"63,655,192.6531",1.3400,"74,415,238.0000",4.9433,5.4746
600388.SH,"185,950,654.2128",2.2000,"158,600,701.8000",11.2567,12.6205
600389.SH,"103,118,142.5641",3.3600,"70,277,138.8000",13.0900,16.3783
600390.SH,"1,198,110,477.3512",1.0400,"745,022,572.0000",4.9033,5.0913
600391.SH,"81,795,511.6546",4.2500,"88,930,207.8000",15.5367,17.6666
600392.SH,"510,435,627.8761",2.7700,"292,338,378.0000",8.5500,9.6591
600395.SH,"376,338,614.7300",1.2400,"315,011,037.8000",5.9900,6.1695
600396.SH,"191,136,295.7806",0.4700,"159,567,127.4000",2.3067,2.4903
600397.SH,"482,801,689.0756",0.7400,"600,233,273.8000",2.2533,2.7109
600398.SH,"545,203,580.9965",1.2000,"374,701,382.8000",8.2833,7.8780
600399.SH,"779,992,239.1097",1.5400,"581,409,855.4000",6.0033,7.7767
600400.SH,"354,853,659.7656",0.5500,"330,266,639.4000",2.4500,2.7589
600403.SH,"207,018,411.9444",1.0300,"214,574,462.2000",3.3900,3.7647
600405.SH,"225,868,350.2359",1.3000,"369,767,372.6000",3.9800,4.8643
600406.SH,"350,059,374.0293",3.0200,"346,024,403.6000",22.2000,22.5018
600408.SH,"371,161,666.3265",0.7400,"619,846,681.2000",1.8200,2.2081
600409.SH,"345,764,997.7012",1.0400,"317,858,503.8000",4.9933,5.3753
600410.SH,"433,340,993.3810",2.0400,"758,805,712.2000",5.1700,6.1914
600415.SH,"983,050,456.4477",1.5800,"972,712,384.6000",7.8533,7.8780
600416.SH,"303,544,624.5028",3.3000,"236,404,447.0000",11.6833,13.8300
600418.SH,"1,318,804,178.4884",6.0200,"2,294,300,854.8000",14.0200,14.9363
600419.SH,"84,718,910.5620",1.9100,"96,364,739.0000",9.9967,11.5097
600420.SH,"210,060,609.7588",1.6800,"197,551,545.0000",8.6733,9.5193
600421.SH,"76,226,638.3929",3.3000,"60,732,677.8000",6.5400,8.7241
600422.SH,"137,401,769.4915",4.0300,"206,370,455.8000",19.5367,19.8107
600423.SH,"195,813,082.4627",1.0400,"223,724,325.0000",2.5500,3.1082
600425.SH,"398,084,676.6404",0.7300,"507,924,311.2000",3.5733,3.8958
600426.SH,"190,618,407.1273",4.4100,"191,976,723.6000",26.1833,28.0043
600428.SH,"405,628,080.5195",0.9700,"491,490,294.4000",5.1933,5.3642
600429.SH,"140,491,717.6179",0.7900,"153,500,833.2000",3.8800,4.3270
600433.SH,"242,627,593.4708",0.7400,"190,224,776.4000",2.7500,3.1836
600435.SH,"394,423,543.3862",2.6100,"533,546,509.4000",8.7400,10.0111
600436.SH,"45,931,692.9193",42.9600,"38,496,336.0000",209.1133,233.0567
600438.SH,"593,453,352.7170",4.1700,"664,591,565.8000",25.5767,26.4223
600439.SH,"349,294,124.7788",0.6500,"724,412,214.0000",2.1633,2.4517
600444.SH,"118,999,965.2344",5.4800,"134,392,481.0000",11.6333,13.3555
600446.SH,"1,275,531,771.5289",3.9200,"528,681,693.8000",12.1267,11.9900
600448.SH,"490,242,640.8000",1.0000,"429,432,519.4000",2.4067,2.9012
600449.SH,"325,302,317.7264",5.3800,"354,215,876.0000",14.5433,16.1381
600452.SH,"178,855,681.4602",2.9200,"204,353,742.2000",11.5167,12.4992
600455.SH,"50,601,142.5698",7.6500,"58,070,187.2000",16.8833,21.0674
600456.SH,"82,443,221.1791",6.7800,"92,022,701.2000",24.9367,28.7390
600458.SH,"137,620,469.7727",2.1700,"132,437,366.4000",8.2633,9.1338
600459.SH,"89,442,488.7704",2.8200,"85,802,959.4000",13.2433,14.1021
600460.SH,"230,949,621.1962",5.7100,"259,968,581.2000",19.3633,22.0517
600461.SH,"226,618,106.9079",1.4100,"197,797,965.4000",9.0700,8.8699
600462.SH,"81,304,334.4398",0.3400,"119,716,457.2000",2.4300,2.3748
600463.SH,"91,821,994.2149",3.5000,"95,299,893.4000",6.9533,8.5421
600467.SH,"386,230,348.7923",0.4300,"481,571,270.4000",1.9867,2.2517
600468.SH,"364,077,824.0404",1.5300,"753,135,956.6000",4.5733,5.2836
600469.SH,"263,889,660.3774",1.5900,"210,343,070.0000",4.9433,5.6392
600470.SH,"211,900,029.8876",1.4700,"183,098,638.8000",4.2467,5.0339
600475.SH,"210,558,388.7084",4.3200,"158,241,722.0000",10.8700,10.9473
600476.SH,"137,467,880.4466",5.4900,"239,453,264.0000",14.0100,15.7869
600477.SH,"335,363,571.5719",0.7100,"328,324,294.8000",2.8333,3.2035
600478.SH,"343,120,469.5238",1.5300,"297,592,300.2000",3.8167,4.6659
600479.SH,"124,889,586.7850",1.8200,"147,334,846.8000",9.7133,10.4634
600480.SH,"348,709,482.4094",2.6000,"359,622,353.0000",8.6867,9.0249
600481.SH,"469,627,268.2598",2.4200,"393,350,910.4000",7.4533,8.4935
600482.SH,"532,770,592.9864",4.4000,"327,048,890.4000",20.6333,19.7645
600483.SH,"355,186,939.9347",1.4400,"260,061,011.4000",8.7767,8.7835
600486.SH,"43,493,006.3414",14.8800,"30,727,161.0000",52.5333,59.2235
600487.SH,"643,815,101.4706",2.4200,"555,252,456.2000",11.6267,12.3006
600488.SH,"209,282,283.2487",1.0800,"184,170,577.4000",3.7400,4.4612
600489.SH,"678,576,604.9904",1.5700,"788,635,203.4000",10.0967,10.2453
600490.SH,"424,521,111.9048",0.7300,"441,928,287.0000",2.3767,2.7614
600491.SH,"442,870,014.7157",1.0100,"442,381,982.6000",2.8600,3.6654
600493.SH,"236,976,831.3462",2.2600,"284,367,447.0000",5.0667,5.9236
600495.SH,"287,428,627.5956",0.8100,"264,364,238.8000",3.4967,3.8651
600496.SH,"325,585,201.7007",0.5000,"295,306,123.2000",2.8267,3.0992
600497.SH,"1,027,859,111.4563",0.9200,"860,365,947.2000",4.8633,5.0373
600498.SH,"409,593,777.6053",6.5900,"364,568,430.8000",16.1300,16.8518
600499.SH,"372,864,868.8852",2.8000,"330,066,480.2000",11.4067,11.1988
600500.SH,"463,513,703.5885",1.1500,"312,015,498.8000",4.0033,4.4243
600501.SH,"99,330,577.1404",3.1900,"137,725,922.0000",10.7967,12.5614
600502.SH,"490,004,713.5307",0.7300,"455,297,479.8000",4.5267,4.7738
600503.SH,"402,477,520.7373",0.5800,"612,212,621.0000",2.0767,2.4129
600505.SH,"136,715,721.2500",2.2200,"145,892,217.2000",6.2533,7.3604
600506.SH,"226,558,619.0613",4.5000,"364,079,708.6000",9.6133,12.0789
600507.SH,"286,987,704.7085",0.6200,"273,333,417.0000",4.3333,4.5607
600508.SH,"246,086,695.8895",2.5900,"174,473,708.0000",15.2867,14.7492
600509.SH,"360,512,317.1904",1.4000,"373,046,065.6000",5.1100,5.8762
600510.SH,"193,305,978.3626",1.4200,"217,548,239.2000",4.8433,5.4685
600511.SH,"102,199,379.9365",6.1500,"108,051,997.4000",30.6700,30.8141
600512.SH,"337,076,170.4546",0.4800,"302,249,241.8000",2.1100,2.3979
600513.SH,"172,183,660.1383",2.6300,"298,713,894.2000",8.2433,9.7389
600515.SH,"614,043,354.1333",0.5400,"716,301,203.8000",3.6900,3.7708
600516.SH,"528,631,063.8945",1.3500,"428,254,037.8000",4.6600,5.1546
600517.SH,"369,170,822.5673",1.1800,"270,723,197.2000",4.5433,4.7942
600518.SH,"1,394,998,188.8298",0.2400,"1,324,027,718.2000",1.8267,1.8874
600519.SH,"53,795,096.4761",156.9300,"54,308,921.0000","1,671.3100","1,701.8200"
600520.SH,"464,564,358.0630",10.4300,"712,035,044.8000",18.8467,21.6834
600521.SH,"225,336,658.9375",3.3900,"197,710,909.8000",12.9133,14.3445
600522.SH,"751,739,957.9832",2.8300,"880,509,125.4000",12.2533,12.9876
600523.SH,"169,357,286.2292",3.5600,"214,958,931.2000",10.0533,12.4467
600525.SH,"229,155,651.1161",1.4200,"342,458,594.2000",4.3067,4.8244
600526.SH,"172,374,213.5135",1.2000,"148,944,420.2000",4.1800,4.6761
600527.SH,"286,459,497.0760",0.3300,"257,091,525.6000",1.6467,1.8463
600528.SH,"377,735,107.4495",1.5300,"283,283,066.8000",7.4500,7.8920
600529.SH,"136,057,509.2979",6.3700,"125,451,630.2000",25.3133,25.7827
600530.SH,"46,605,436.7965",0.4700,"113,217,272.6000",2.2600,2.4549
600531.SH,"351,920,011.7329",1.3700,"346,247,107.4000",5.2167,5.8204
600533.SH,"268,470,790.0415",0.7700,"258,898,502.8000",2.3500,2.7803
600535.SH,"282,335,468.2869",4.0700,"308,480,332.4000",15.6600,15.7028
600536.SH,"402,148,406.8901",10.5500,"428,871,584.0000",29.6567,33.8615
600537.SH,"504,450,794.1441",1.3200,"688,800,587.0000",4.2000,4.8955
600538.SH,"109,308,488.0779",1.1600,"169,658,693.0000",3.8900,4.3102
600539.SH,"137,894,529.5745",2.3000,"94,614,294.8000",4.5800,5.9595
600540.SH,"233,867,456.6832",1.2000,"316,096,407.0000",3.8133,4.5947
600543.SH,"94,077,799.2352",1.6600,"69,517,598.0000",4.8767,5.4783
600545.SH,"499,078,755.8559",0.8400,"580,440,380.6000",2.0200,2.4571
600546.SH,"488,475,239.0430",4.2000,"485,049,734.8000",18.2833,17.5490
600547.SH,"314,441,295.7123",2.0100,"370,162,823.6000",21.4000,22.3043
600548.SH,"102,390,250.2762",0.9800,"81,368,423.2000",8.9167,9.2074
600549.SH,"221,222,894.0405",3.6200,"149,208,223.6000",15.8000,16.7382
600550.SH,"237,425,334.4578",1.0900,"230,156,298.8000",3.8800,4.4076
600551.SH,"319,416,057.0278",2.9500,"165,295,223.0000",10.4933,11.0038
600552.SH,"258,022,079.3296",2.8800,"309,514,259.2000",10.0600,11.2227
600556.SH,"434,030,345.4724",1.7000,"501,688,384.4000",4.6800,5.4878
600557.SH,"158,286,565.2935",5.3200,"270,408,690.4000",16.5867,18.2531
600558.SH,"235,186,004.0650",0.9700,"278,339,575.8000",3.4867,3.7880
600559.SH,"333,188,452.4112",4.2900,"290,834,350.2000",17.8467,20.7350
600560.SH,"362,644,836.6667",6.2300,"228,864,463.2000",14.8500,14.0224
600561.SH,"195,539,400.6849",2.2300,"230,172,572.6000",4.2833,5.3736
600562.SH,"129,873,456.4945",3.3800,"97,632,119.6000",11.8400,13.2111
600563.SH,"47,144,927.9850",29.7600,"40,976,702.0000",101.2767,99.2115
600565.SH,"1,406,317,233.3333",0.7200,"1,120,007,173.0000",1.2733,1.4718
600566.SH,"109,252,077.7027",8.4100,"145,103,662.2000",34.2033,32.2737
600567.SH,"616,707,827.2222",0.3600,"542,149,344.2000",1.7133,1.9102
600568.SH,"63,241,499.3243",0.2200,"88,659,475.0000",1.4533,1.6059
600569.SH,"437,449,817.6796",0.4000,"403,179,158.6000",1.7633,2.0089
600570.SH,"594,278,552.6208",6.6400,"517,800,578.0000",22.7533,27.1381
600571.SH,"744,514,926.5596",8.4100,"781,315,586.2000",13.3867,12.7861
600572.SH,"719,245,767.4847",0.9900,"855,343,680.2000",4.6733,5.0131
600573.SH,"104,252,020.7719",1.8100,"116,164,919.4000",8.5333,9.6105
600575.SH,"499,695,076.3265",0.4200,"510,069,117.0000",2.3767,2.4634
600576.SH,"165,719,515.7556",1.7200,"144,617,306.4000",5.9000,6.7834
600577.SH,"393,269,599.2064",0.8900,"413,065,868.4000",3.5767,3.8937
600578.SH,"455,833,143.7500",0.4500,"420,806,964.2000",2.9033,3.0385
600579.SH,"553,724,194.3609",5.4300,"259,903,954.0000",7.6500,7.1913
600580.SH,"312,256,812.0909",2.8600,"336,823,381.6000",10.1600,11.1315
600581.SH,"315,356,802.2222",0.6400,"297,876,976.4000",3.0433,3.4902
600582.SH,"724,776,874.0146",1.6600,"533,546,629.2000",6.3367,5.9293
600583.SH,"491,881,727.1406",1.4100,"478,163,289.6000",5.8000,6.0475
600584.SH,"370,210,756.5367",6.5500,"396,783,032.0000",24.2033,27.2802
600585.SH,"312,539,611.7795",2.6500,"294,911,476.8000",23.8167,23.7637
600586.SH,"302,939,571.5474",1.5000,"330,921,909.4000",5.7233,6.3886
600587.SH,"128,626,376.5162",5.7200,"152,256,120.6000",20.6300,23.5107
600588.SH,"568,877,741.5943",3.4100,"437,133,710.6000",11.8333,14.5433
600589.SH,"231,347,221.1957",1.1100,"354,452,085.6000",3.3633,3.6526
600590.SH,"158,118,999.0440",1.6700,"180,172,816.2000",4.8600,5.8214
600592.SH,"276,148,429.3668",3.2200,"499,448,728.2000",8.5667,9.6604
600593.SH,"119,925,598.0425",7.6700,"142,958,542.6000",17.3367,18.3460
600594.SH,"263,600,714.7186",1.1100,"234,060,026.4000",4.4433,5.1357
600595.SH,"550,130,337.0821",0.9100,"618,325,729.8000",3.0667,3.2016
600596.SH,"190,899,308.5409",1.9900,"148,043,644.2000",7.8067,8.8936
600597.SH,"226,287,179.8255",1.4400,"169,788,601.4000",8.8767,9.1677
600598.SH,"226,316,840.1448",1.6500,"177,135,624.4000",11.9933,12.3165
600599.SH,"91,114,093.4924",2.9300,"94,318,457.6000",9.4133,11.4857
600600.SH,"94,946,440.9521",16.1300,"90,634,860.0000",77.9567,78.7147
600601.SH,"847,756,017.6923",0.7800,"938,092,678.6000",2.4133,2.7227
600602.SH,"722,055,076.0833",5.3900,"669,485,597.4000",10.8367,11.7509
600603.SH,"249,114,304.2440",2.5500,"238,353,792.2000",6.9167,7.1265
600604.SH,"193,495,776.8692",1.0000,"300,568,419.0000",4.0867,4.4997
600605.SH,"74,719,501.1337",9.3000,"87,541,237.0000",18.8633,21.8699
600606.SH,"1,149,962,620.0000",0.4200,"986,582,163.8000",2.1000,2.3369
600608.SH,"32,232,179.5699",0.8400,"44,649,646.8000",3.5533,4.0893
600609.SH,"300,083,918.4080",1.3400,"267,126,117.8000",3.7067,4.4095
600610.SH,"549,281,099.8328",2.5900,"836,028,812.2000",5.4433,7.4285
600611.SH,"319,620,648.3395",0.5100,"299,805,301.8000",2.5867,2.8763
600612.SH,"26,521,608.2003",13.2100,"29,132,000.2000",68.1700,65.7319
600613.SH,"178,598,725.2782",2.1000,"303,166,952.2000",5.8967,6.9922
600615.SH,"66,718,987.0276",3.1000,"222,984,721.6000",9.0767,10.0807
600616.SH,"161,137,499.8195",1.3900,"128,910,529.0000",5.0767,5.9792
600617.SH,"174,390,916.6667",0.8300,"160,639,488.8000",3.1867,3.7001
600618.SH,"86,589,587.2549",1.9300,"78,548,539.0000",7.7100,8.5253
600619.SH,"291,498,683.4739",1.6800,"729,510,032.4000",5.3767,6.2814
600620.SH,"97,931,484.7914",2.7400,"88,090,475.2000",7.2467,9.0272
600621.SH,"1,122,438,956.2542",4.0100,"924,404,601.6000",13.8000,13.6823
600622.SH,"1,953,939,172.1569",1.1300,"808,234,127.0000",2.6267,2.7640
600623.SH,"256,943,444.4444",1.2700,"262,722,525.8000",5.8333,6.3283
600624.SH,"134,751,185.8316",1.4300,"113,156,632.4000",4.5933,5.3432
600626.SH,"280,303,665.8537",1.1700,"361,738,005.4000",2.7867,3.3921
600628.SH,"101,110,410.5939",1.2200,"130,087,577.6000",6.0167,6.6965
600629.SH,"1,223,604,592.2772",2.9400,"655,901,569.2000",5.5033,5.7640
600630.SH,"1,205,309,589.0511",5.9300,"1,742,849,199.0000",11.4500,11.0299
600633.SH,"600,871,166.3053",3.4500,"706,588,892.0000",10.3400,11.2786
600635.SH,"297,205,397.6109",0.4600,"376,383,096.2000",2.8233,2.9972
600636.SH,"553,293,100.5882",5.2400,"430,448,895.6000",10.9400,11.0391
600637.SH,"536,394,670.2703",1.5000,"449,997,720.8000",7.0000,7.4027
600638.SH,"280,181,962.3832",1.5300,"214,949,125.6000",4.3033,5.0375
600639.SH,"871,952,463.5621",4.3400,"303,547,987.4000",12.7267,11.9006
600640.SH,"294,228,098.3294",10.9600,"256,972,912.8000",14.3467,12.8916
600641.SH,"242,574,246.7399",4.9800,"281,643,653.8000",12.3167,14.9199
600642.SH,"642,983,359.0489",0.8200,"467,868,048.6000",7.5167,6.9234
600643.SH,"292,614,594.7034",1.0300,"246,326,063.8000",4.4700,4.9574
600644.SH,"115,720,645.3382",1.5800,"90,983,828.8000",5.2633,6.2366
600645.SH,"123,028,449.9101",4.3600,"138,496,938.2000",15.6033,17.7682
600647.SH,"34,510,265.2015",3.2800,"28,722,863.4000",10.7133,11.2817
600648.SH,"256,527,115.0051",2.3100,"151,492,933.4000",9.4133,10.2626
600649.SH,"411,067,864.7222",0.7200,"364,917,657.0000",3.4600,3.7751
600650.SH,"112,361,902.1879",3.2400,"69,848,944.8000",7.9400,8.9951
600651.SH,"294,338,049.0446",0.9900,"343,126,328.4000",2.9233,3.3209
600653.SH,"345,283,365.6442",0.4900,"456,289,853.6000",1.5333,1.7442
600654.SH,"126,581,769.9589",0.5200,"145,828,963.2000",2.2700,2.3437
600655.SH,"391,544,028.5930",1.3400,"282,782,221.0000",6.5433,6.5508
600657.SH,"490,542,110.4651",0.8100,"456,759,767.4000",3.2767,3.6859
600658.SH,"257,062,789.3048",0.9900,"315,052,756.6000",3.5567,4.2202
600660.SH,"187,395,769.0229",5.4700,"188,486,277.8000",41.5600,39.4432
600661.SH,"290,343,793.2031",6.8100,"282,534,591.8000",10.5300,10.3491
600662.SH,"214,797,934.9036",1.2500,"153,555,900.2000",4.3933,4.8583
600663.SH,"199,356,498.0349",1.9800,"175,351,383.8000",8.8467,9.1665
600664.SH,"676,271,361.2457",0.6200,"642,252,392.2000",2.7767,3.1395
600665.SH,"350,033,063.0996",1.1600,"225,878,772.8000",2.6567,3.3626
600666.SH,"351,776,133.7748",0.3800,"226,445,730.2000",1.6033,1.8813
600667.SH,"762,478,346.4744",1.6800,"1,170,383,743.4000",5.7733,6.4226
600668.SH,"58,102,914.6624",1.9100,"55,023,583.0000",9.0900,10.3672
600671.SH,"15,320,416.2252",2.6700,"24,960,709.2000",9.4233,10.1945
600673.SH,"309,059,154.4726",2.0800,"203,909,969.4000",7.1900,7.0211
600674.SH,"321,477,596.2324",1.2100,"319,768,399.6000",15.7633,15.2145
600675.SH,"2,196,120,188.5714",1.0200,"958,899,777.4000",3.1567,3.3525
600676.SH,"175,390,605.6657",0.9200,"212,206,919.6000",3.3967,3.9604
600678.SH,"432,246,715.2857",3.4900,"600,433,456.0000",5.8367,6.4562
600679.SH,"382,171,000.1058",3.5000,"275,924,134.8000",9.1567,9.7447
600681.SH,"123,368,196.0422",0.5200,"141,582,597.6000",3.6500,3.9528
600682.SH,"161,031,288.0126",1.4600,"179,151,323.6000",6.0067,6.9698
600683.SH,"338,368,119.8529",1.1300,"431,153,534.0000",3.9567,4.7443
600684.SH,"370,218,987.1972",0.9400,"490,174,560.4000",2.8700,3.3273
